EMP_ID,POSITION_ID,GRADE_ID,POSITION_START_DATE,GRADE_START_DATE,POSITION_END_DATE,GRADE_END_DATE,CHANGE_REASON,GRADE_DURATION
E00189,POS003,G5,2017-07-01,2017-07-01,2023-04-27,2020-12-31,Early Promotion,1279
E00189,POS003,G6,2017-07-01,2021-01-01,2023-04-27,2023-04-27,Normal Promotion,846
E00190,POS002,G3,2020-05-16,2020-05-16,2021-10-16,2021-10-16,Initial Assignment,518
E00191,POS002,G3,2022-11-19,2022-11-19,2025-01-29,2025-01-29,Initial Assignment,802
E00192,POS001,G1,2011-12-27,2011-12-27,2019-12-31,2015-06-30,Initial Assignment,1281
E00192,POS001,G2,2011-12-27,2015-07-01,2019-12-31,2019-12-31,Normal Promotion,1644
E00192,POS002,G3,2020-01-01,2020-01-01,,2024-12-31,Normal Promotion,1826
E00192,POS002,G4,2020-01-01,2025-01-01,,,Normal Promotion,396
E00193,POS001,G1,2014-06-19,2014-06-19,2024-12-31,2017-12-31,Initial Assignment,1291
E00193,POS001,G2,2014-06-19,2018-01-01,2024-12-31,2024-12-31,Normal Promotion,2556
E00193,POS002,G3,2025-01-01,2025-01-01,,,Late Promotion,396
E00194,POS001,G2,2025-07-28,2025-07-28,,,Initial Assignment,188
E00195,POS001,G2,2011-08-28,2011-08-28,2012-08-24,2012-08-24,Initial Assignment,362
E00196,POS001,G1,2016-02-17,2016-02-17,2021-01-06,2021-01-06,Initial Assignment,1785
E00197,POS001,G1,2015-10-20,2015-10-20,2021-12-31,2019-12-31,Initial Assignment,1533
E00197,POS001,G2,2015-10-20,2020-01-01,2021-12-31,2021-12-31,Normal Promotion,730
E00197,POS002,G3,2022-01-01,2022-01-01,,,Early Promotion,1492
E00198,POS001,G1,2013-08-24,2013-08-24,2021-12-31,2016-12-31,Initial Assignment,1225
E00198,POS001,G2,2013-08-24,2017-01-01,2021-12-31,2021-12-31,Normal Promotion,1825
E00198,POS002,G3,2022-01-01,2022-01-01,,,Normal Promotion,1492
E00199,POS001,G1,2024-07-06,2024-07-06,,,Initial Assignment,575
E00200,POS002,G3,2018-09-18,2018-09-18,,2021-12-31,Initial Assignment,1200
E00200,POS002,G4,2018-09-18,2022-01-01,,,Normal Promotion,1492
E00201,POS001,G1,2016-04-29,2016-04-29,2019-07-16,2019-07-16,Initial Assignment,1173
E00202,POS001,G2,2023-04-07,2023-04-07,2024-11-26,2024-11-26,Initial Assignment,599
E00203,POS001,G2,2020-07-16,2020-07-16,2022-02-07,2022-02-07,Initial Assignment,571
E00204,POS002,G3,2020-09-15,2020-09-15,,2023-06-30,Initial Assignment,1018
E00204,POS002,G4,2020-09-15,2023-07-01,,,Early Promotion,946
E00205,POS002,G3,2012-09-18,2012-09-18,2015-09-18,2015-09-18,Initial Assignment,1095
E00206,POS001,G1,2021-04-02,2021-04-02,2022-03-27,2022-03-27,Initial Assignment,359
E00207,POS001,G2,2014-06-27,2014-06-27,2020-04-15,2020-04-15,Initial Assignment,2119
E00208,POS001,G1,2018-07-25,2018-07-25,2025-12-31,2021-06-30,Initial Assignment,1071
E00208,POS001,G2,2018-07-25,2021-07-01,2025-12-31,2025-12-31,Normal Promotion,1644
E00208,POS002,G3,2026-01-01,2026-01-01,,,Normal Promotion,31
E00209,POS001,G1,2014-04-19,2014-04-19,2014-07-04,2014-07-04,Initial Assignment,76
E00210,POS002,G3,2021-03-08,2021-03-08,2023-02-12,2023-02-12,Initial Assignment,706
E00211,POS001,G2,2016-12-06,2016-12-06,2022-03-30,2022-03-30,Initial Assignment,1940
E00212,POS002,G3,2025-08-14,2025-08-14,,,Initial Assignment,171
E00213,POS001,G2,2022-10-16,2022-10-16,,,Initial Assignment,1204
E00214,POS001,G2,2013-12-02,2013-12-02,2017-06-22,2017-06-22,Initial Assignment,1298
E00215,POS001,G1,2018-02-18,2018-02-18,,2021-06-30,Initial Assignment,1228
E00215,POS001,G2,2018-02-18,2021-07-01,,,Normal Promotion,1676
E00216,POS001,G2,2017-12-27,2017-12-27,2018-07-08,2018-07-08,Initial Assignment,193
E00217,POS001,G2,2018-01-04,2018-01-04,2019-10-25,2019-10-25,Initial Assignment,659
E00218,POS001,G2,2019-06-05,2019-06-05,2022-12-31,2022-12-31,Initial Assignment,1305
E00218,POS002,G3,2023-01-01,2023-01-01,,,Normal Promotion,1127
E00219,POS003,G5,2021-10-29,2021-10-29,,,Initial Assignment,1556
E00220,POS001,G1,2020-11-17,2020-11-17,,2023-12-31,Initial Assignment,1139
E00220,POS001,G2,2020-11-17,2024-01-01,,,Early Promotion,762
E00221,POS001,G2,2012-08-06,2012-08-06,2017-12-31,2017-12-31,Initial Assignment,1973
E00221,POS002,G3,2018-01-01,2018-01-01,2019-11-30,2019-11-30,Normal Promotion,698
E00222,POS002,G4,2025-02-07,2025-02-07,,,Initial Assignment,359
E00223,POS001,G1,2015-05-27,2015-05-27,2022-03-05,2020-06-30,Initial Assignment,1861
E00223,POS001,G2,2015-05-27,2020-07-01,2022-03-05,2022-03-05,Normal Promotion,612
E00224,POS001,G1,2014-12-30,2014-12-30,2015-08-25,2015-08-25,Initial Assignment,238
E00225,POS001,G2,2018-03-03,2018-03-03,2024-12-31,2024-12-31,Initial Assignment,2495
E00225,POS002,G3,2025-01-01,2025-01-01,2025-04-06,2025-04-06,Late Promotion,95
E00226,POS002,G3,2024-09-20,2024-09-20,,,Initial Assignment,499
E00227,POS001,G2,2019-06-01,2019-06-01,2024-12-31,2024-12-31,Initial Assignment,2040
E00227,POS002,G3,2025-01-01,2025-01-01,,,Normal Promotion,396
E00228,POS001,G1,2020-10-03,2020-10-03,2024-04-15,2024-04-15,Initial Assignment,1290
E00229,POS002,G3,2024-10-29,2024-10-29,,,Initial Assignment,460
E00230,POS001,G2,2012-12-27,2012-12-27,2016-06-30,2016-06-30,Initial Assignment,1281
E00230,POS002,G3,2016-07-01,2016-07-01,2019-10-29,2019-06-30,Normal Promotion,1094
E00230,POS002,G4,2016-07-01,2019-07-01,2019-10-29,2019-10-29,Normal Promotion,120
E00231,POS002,G3,2016-10-06,2016-10-06,2025-12-31,2022-12-31,Initial Assignment,2277
E00231,POS002,G4,2016-10-06,2023-01-01,2025-12-31,2025-12-31,Late Promotion,1095
E00231,POS003,G5,2026-01-01,2026-01-01,,,Early Promotion,31
E00232,POS001,G1,2022-12-14,2022-12-14,,,Initial Assignment,1145
E00233,POS001,G1,2012-10-19,2012-10-19,2021-06-30,2016-06-30,Initial Assignment,1350
E00233,POS001,G2,2012-10-19,2016-07-01,2021-06-30,2021-06-30,Normal Promotion,1825
E00233,POS002,G3,2021-07-01,2021-07-01,2023-11-19,2023-11-19,Normal Promotion,871
E00234,POS001,G2,2012-11-19,2012-11-19,2018-12-31,2018-12-31,Initial Assignment,2233
E00234,POS002,G3,2019-01-01,2019-01-01,2025-10-23,2024-06-30,Late Promotion,2007
E00234,POS002,G4,2019-01-01,2024-07-01,2025-10-23,2025-10-23,Normal Promotion,479
E00235,POS001,G2,2017-06-03,2017-06-03,2023-09-03,2023-09-03,Initial Assignment,2283
E00236,POS002,G3,2017-12-03,2017-12-03,,2024-06-30,Initial Assignment,2401
E00236,POS002,G4,2017-12-03,2024-07-01,,,Late Promotion,580
E00237,POS001,G2,2015-06-27,2015-06-27,2018-12-31,2018-12-31,Initial Assignment,1283
E00237,POS002,G3,2019-01-01,2019-01-01,2019-08-01,2019-08-01,Normal Promotion,212
E00238,POS002,G3,2020-12-28,2020-12-28,2021-06-25,2021-06-25,Initial Assignment,179
E00239,POS001,G2,2013-04-14,2013-04-14,2017-06-30,2017-06-30,Initial Assignment,1538
E00239,POS002,G3,2017-07-01,2017-07-01,2020-06-29,2020-06-29,Normal Promotion,1094
E00240,POS001,G1,2013-03-02,2013-03-02,2020-12-31,2018-06-30,Initial Assignment,1946
E00240,POS001,G2,2013-03-02,2018-07-01,2020-12-31,2020-12-31,Normal Promotion,914
E00240,POS002,G3,2021-01-01,2021-01-01,2025-01-12,2023-06-30,Early Promotion,910
E00240,POS002,G4,2021-01-01,2023-07-01,2025-01-12,2025-01-12,Early Promotion,561
E00241,POS002,G3,2020-08-18,2020-08-18,,2024-06-30,Initial Assignment,1412
E00241,POS002,G4,2020-08-18,2024-07-01,,,Normal Promotion,580
E00242,POS001,G1,2014-02-26,2014-02-26,,2019-06-30,Initial Assignment,1950
E00242,POS001,G2,2014-02-26,2019-07-01,,,Normal Promotion,2407
E00243,POS002,G3,2019-09-27,2019-09-27,,2022-12-31,Initial Assignment,1191
E00243,POS002,G4,2019-09-27,2023-01-01,,,Normal Promotion,1127
E00244,POS002,G3,2020-07-12,2020-07-12,2021-11-04,2021-11-04,Initial Assignment,480
E00245,POS001,G2,2015-04-09,2015-04-09,2021-12-31,2021-12-31,Initial Assignment,2458
E00245,POS002,G3,2022-01-01,2022-01-01,2026-01-30,2026-01-30,Late Promotion,1490
E00246,POS001,G2,2018-08-25,2018-08-25,2021-06-30,2021-06-30,Initial Assignment,1040
E00246,POS002,G3,2021-07-01,2021-07-01,,2025-12-31,Early Promotion,1644
E00246,POS002,G4,2021-07-01,2026-01-01,,,Normal Promotion,31
E00247,POS001,G1,2014-05-20,2014-05-20,2018-08-03,2017-12-31,Initial Assignment,1321
E00247,POS001,G2,2014-05-20,2018-01-01,2018-08-03,2018-08-03,Normal Promotion,214
E00248,POS001,G1,2019-01-09,2019-01-09,,2021-12-31,Initial Assignment,1087
E00248,POS001,G2,2019-01-09,2022-01-01,,,Normal Promotion,1492
E00249,POS001,G1,2015-02-21,2015-02-21,2024-12-31,2021-06-30,Initial Assignment,2321
E00249,POS001,G2,2015-02-21,2021-07-01,2024-12-31,2024-12-31,Late Promotion,1279
E00249,POS002,G3,2025-01-01,2025-01-01,,,Normal Promotion,396
E00250,POS001,G1,2025-10-17,2025-10-17,,,Initial Assignment,107
E00251,POS002,G4,2018-07-02,2018-07-02,2023-12-31,2023-12-31,Initial Assignment,2008
E00251,POS003,G5,2024-01-01,2024-01-01,2024-06-02,2024-06-02,Normal Promotion,153
E00252,POS002,G3,2016-03-07,2016-03-07,2017-01-10,2017-01-10,Initial Assignment,309
E00253,POS002,G3,2011-08-04,2011-08-04,2017-06-30,2014-06-30,Initial Assignment,1061
E00253,POS002,G4,2011-08-04,2014-07-01,2017-06-30,2017-06-30,Early Promotion,1095
E00253,POS003,G5,2017-07-01,2017-07-01,,2023-06-30,Normal Promotion,2190
E00253,POS003,G6,2017-07-01,2023-07-01,,,Late Promotion,946
E00254,POS001,G1,2013-02-06,2013-02-06,2024-07-06,2018-06-30,Initial Assignment,1970
E00254,POS001,G2,2013-02-06,2018-07-01,2024-07-06,2024-07-06,Normal Promotion,2197
E00255,POS001,G2,2019-09-27,2019-09-27,2021-08-09,2021-08-09,Initial Assignment,682
E00256,POS001,G2,2021-01-07,2021-01-07,,,Initial Assignment,1851
E00257,POS003,G5,2022-07-27,2022-07-27,,,Initial Assignment,1285
E00258,POS001,G1,2018-07-19,2018-07-19,2023-06-30,2020-12-31,Initial Assignment,896
E00258,POS001,G2,2018-07-19,2021-01-01,2023-06-30,2023-06-30,Early Promotion,910
E00258,POS002,G3,2023-07-01,2023-07-01,,,Early Promotion,946
E00259,POS001,G1,2018-10-07,2018-10-07,,2023-12-31,Initial Assignment,1911
E00259,POS001,G2,2018-10-07,2024-01-01,,,Normal Promotion,762
E00260,POS001,G1,2018-06-09,2018-06-09,2023-03-08,2023-03-08,Initial Assignment,1733
E00261,POS001,G1,2022-04-19,2022-04-19,,,Initial Assignment,1384
E00262,POS002,G3,2011-07-17,2011-07-17,2022-06-30,2015-06-30,Initial Assignment,1444
E00262,POS002,G4,2011-07-17,2015-07-01,2022-06-30,2022-06-30,Normal Promotion,2556
E00262,POS003,G5,2022-07-01,2022-07-01,,,Late Promotion,1311
E00263,POS001,G2,2012-05-28,2012-05-28,2019-06-30,2019-06-30,Initial Assignment,2589
E00263,POS002,G3,2019-07-01,2019-07-01,2024-08-31,2023-12-31,Late Promotion,1644
E00263,POS002,G4,2019-07-01,2024-01-01,2024-08-31,2024-08-31,Normal Promotion,243
E00264,POS001,G2,2018-04-05,2018-04-05,2024-05-12,2024-05-12,Initial Assignment,2229
E00265,POS001,G2,2017-12-04,2017-12-04,2021-06-30,2021-06-30,Initial Assignment,1304
E00265,POS002,G3,2021-07-01,2021-07-01,,2023-06-30,Normal Promotion,729
E00265,POS002,G4,2021-07-01,2023-07-01,,,Early Promotion,946
E00266,POS002,G3,2018-09-21,2018-09-21,2025-12-31,2022-12-31,Initial Assignment,1562
E00266,POS002,G4,2018-09-21,2023-01-01,2025-12-31,2025-12-31,Normal Promotion,1095
E00266,POS003,G5,2026-01-01,2026-01-01,,,Early Promotion,31
E00267,POS001,G2,2025-06-29,2025-06-29,,,Initial Assignment,217
E00268,POS001,G2,2015-04-02,2015-04-02,2019-11-09,2019-11-09,Initial Assignment,1682
E00269,POS001,G1,2017-07-23,2017-07-23,2018-09-02,2018-09-02,Initial Assignment,406
E00270,POS001,G2,2023-02-24,2023-02-24,,,Initial Assignment,1073
E00271,POS002,G3,2025-03-14,2025-03-14,,,Initial Assignment,324
E00272,POS001,G2,2020-09-24,2020-09-24,2025-06-30,2025-06-30,Initial Assignment,1740
E00272,POS002,G3,2025-07-01,2025-07-01,,,Normal Promotion,215
E00273,POS003,G5,2024-07-21,2024-07-21,,,Initial Assignment,560
E00274,POS001,G1,2017-05-09,2017-05-09,,2024-06-30,Initial Assignment,2609
E00274,POS001,G2,2017-05-09,2024-07-01,,,Late Promotion,580
E00275,POS001,G1,2024-08-22,2024-08-22,,,Initial Assignment,528
E00276,POS001,G2,2025-12-02,2025-12-02,,,Initial Assignment,61
E00277,POS002,G3,2024-08-26,2024-08-26,,,Initial Assignment,524
E00278,POS001,G2,2012-02-01,2012-02-01,2018-06-30,2018-06-30,Initial Assignment,2341
E00278,POS002,G3,2018-07-01,2018-07-01,2020-01-02,2020-01-02,Late Promotion,550
E00279,POS001,G2,2020-11-26,2020-11-26,2025-12-31,2025-12-31,Initial Assignment,1861
E00279,POS002,G3,2026-01-01,2026-01-01,,,Normal Promotion,31
E00280,POS001,G1,2011-08-31,2011-08-31,2016-09-15,2016-09-15,Initial Assignment,1842
E00281,POS001,G1,2016-02-28,2016-02-28,2020-12-31,2018-06-30,Initial Assignment,853
E00281,POS001,G2,2016-02-28,2018-07-01,2020-12-31,2020-12-31,Early Promotion,914
E00281,POS002,G3,2021-01-01,2021-01-01,,2024-06-30,Early Promotion,1276
E00281,POS002,G4,2021-01-01,2024-07-01,,,Normal Promotion,580
E00282,POS001,G2,2013-04-11,2013-04-11,2018-02-21,2018-02-21,Initial Assignment,1777
E00283,POS001,G1,2022-05-11,2022-05-11,,2024-06-30,Initial Assignment,781
E00283,POS001,G2,2022-05-11,2024-07-01,,,Early Promotion,580
E00284,POS002,G3,2020-09-03,2020-09-03,2024-06-22,2024-06-22,Initial Assignment,1388
E00285,POS001,G1,2012-09-16,2012-09-16,2020-03-26,2015-06-30,Initial Assignment,1017
E00285,POS001,G2,2012-09-16,2015-07-01,2020-03-26,2020-03-26,Early Promotion,1730
E00286,POS002,G3,2019-12-10,2019-12-10,2023-09-26,2022-12-31,Initial Assignment,1117
E00286,POS002,G4,2019-12-10,2023-01-01,2023-09-26,2023-09-26,Early Promotion,268
E00287,POS002,G4,2014-04-27,2014-04-27,2019-12-31,2019-12-31,Initial Assignment,2074
E00287,POS003,G5,2020-01-01,2020-01-01,2022-06-29,2022-06-29,Normal Promotion,910
E00288,POS001,G1,2017-10-12,2017-10-12,2021-02-25,2021-02-25,Initial Assignment,1232
E00289,POS002,G3,2024-03-05,2024-03-05,,,Initial Assignment,698
E00290,POS001,G1,2016-08-11,2016-08-11,2019-02-21,2019-02-21,Initial Assignment,924
E00291,POS001,G2,2014-03-02,2014-03-02,2018-12-31,2018-12-31,Initial Assignment,1765
E00291,POS002,G3,2019-01-01,2019-01-01,2024-11-24,2023-12-31,Normal Promotion,1825
E00291,POS002,G4,2019-01-01,2024-01-01,2024-11-24,2024-11-24,Normal Promotion,328
E00292,POS002,G3,2023-03-11,2023-03-11,2023-04-28,2023-04-28,Initial Assignment,48
E00293,POS001,G1,2012-11-22,2012-11-22,2021-12-31,2016-06-30,Initial Assignment,1316
E00293,POS001,G2,2012-11-22,2016-07-01,2021-12-31,2021-12-31,Normal Promotion,2009
E00293,POS002,G3,2022-01-01,2022-01-01,,2025-12-31,Normal Promotion,1460
E00293,POS002,G4,2022-01-01,2026-01-01,,,Normal Promotion,31
E00294,POS001,G1,2024-07-16,2024-07-16,,,Initial Assignment,565
E00295,POS002,G3,2016-03-31,2016-03-31,2017-08-12,2017-08-12,Initial Assignment,499
E00296,POS001,G1,2018-01-12,2018-01-12,2023-12-31,2020-06-30,Initial Assignment,900
E00296,POS001,G2,2018-01-12,2020-07-01,2023-12-31,2023-12-31,Early Promotion,1278
E00296,POS002,G3,2024-01-01,2024-01-01,2025-08-12,2025-08-12,Normal Promotion,589
E00297,POS002,G3,2012-09-05,2012-09-05,2019-12-31,2017-06-30,Initial Assignment,1759
E00297,POS002,G4,2012-09-05,2017-07-01,2019-12-31,2019-12-31,Normal Promotion,913
E00297,POS003,G5,2020-01-01,2020-01-01,2020-07-09,2020-07-09,Early Promotion,190
E00298,POS001,G2,2013-05-02,2013-05-02,2018-12-31,2018-12-31,Initial Assignment,2069
E00298,POS002,G3,2019-01-01,2019-01-01,2023-05-30,2023-05-30,Normal Promotion,1610
E00299,POS001,G1,2020-05-08,2020-05-08,,2023-12-31,Initial Assignment,1332
E00299,POS001,G2,2020-05-08,2024-01-01,,,Normal Promotion,762
E00300,POS001,G2,2013-08-22,2013-08-22,2016-06-30,2016-06-30,Initial Assignment,1043
E00300,POS002,G3,2016-07-01,2016-07-01,2019-02-10,2019-02-10,Early Promotion,954
E00301,POS001,G2,2018-04-18,2018-04-18,2022-06-30,2022-06-30,Initial Assignment,1534
E00301,POS002,G3,2022-07-01,2022-07-01,2025-07-30,2025-07-30,Normal Promotion,1125
E00302,POS002,G4,2015-03-18,2015-03-18,2019-12-31,2019-12-31,Initial Assignment,1749
E00302,POS003,G5,2020-01-01,2020-01-01,2022-03-04,2022-03-04,Normal Promotion,793
E00303,POS002,G3,2019-01-31,2019-01-31,,2023-12-31,Initial Assignment,1795
E00303,POS002,G4,2019-01-31,2024-01-01,,,Normal Promotion,762
E00304,POS001,G1,2014-10-23,2014-10-23,2025-03-11,2020-12-31,Initial Assignment,2261
E00304,POS001,G2,2014-10-23,2021-01-01,2025-03-11,2025-03-11,Late Promotion,1530
E00305,POS002,G3,2020-09-10,2020-09-10,2025-12-31,2023-12-31,Initial Assignment,1207
E00305,POS002,G4,2020-09-10,2024-01-01,2025-12-31,2025-12-31,Normal Promotion,730
E00305,POS003,G5,2026-01-01,2026-01-01,,,Early Promotion,31
E00306,POS001,G2,2013-10-29,2013-10-29,2017-12-31,2017-12-31,Initial Assignment,1524
E00306,POS002,G3,2018-01-01,2018-01-01,2025-06-30,2020-06-30,Normal Promotion,911
E00306,POS002,G4,2018-01-01,2020-07-01,2025-06-30,2025-06-30,Early Promotion,1825
E00306,POS003,G5,2025-07-01,2025-07-01,,,Normal Promotion,215
E00307,POS001,G1,2021-10-06,2021-10-06,,2023-12-31,Initial Assignment,816
E00307,POS001,G2,2021-10-06,2024-01-01,,,Early Promotion,762
E00308,POS001,G1,2017-04-28,2017-04-28,2024-05-15,2023-12-31,Initial Assignment,2438
E00308,POS001,G2,2017-04-28,2024-01-01,2024-05-15,2024-05-15,Late Promotion,135
E00309,POS001,G1,2016-11-28,2016-11-28,2025-12-31,2021-12-31,Initial Assignment,1859
E00309,POS001,G2,2016-11-28,2022-01-01,2025-12-31,2025-12-31,Normal Promotion,1460
E00309,POS002,G3,2026-01-01,2026-01-01,,,Normal Promotion,31
E00310,POS002,G3,2025-11-28,2025-11-28,,,Initial Assignment,65
E00311,POS001,G1,2025-10-15,2025-10-15,,,Initial Assignment,109
E00312,POS002,G3,2018-05-01,2018-05-01,2021-02-22,2020-12-31,Initial Assignment,975
E00312,POS002,G4,2018-05-01,2021-01-01,2021-02-22,2021-02-22,Early Promotion,52
E00313,POS002,G3,2014-11-16,2014-11-16,2024-12-31,2017-12-31,Initial Assignment,1141
E00313,POS002,G4,2014-11-16,2018-01-01,2024-12-31,2024-12-31,Normal Promotion,2556
E00313,POS003,G5,2025-01-01,2025-01-01,2025-09-16,2025-09-16,Late Promotion,258
E00314,POS001,G1,2020-10-26,2020-10-26,,2024-12-31,Initial Assignment,1527
E00314,POS001,G2,2020-10-26,2025-01-01,,,Normal Promotion,396
E00315,POS002,G3,2020-10-24,2020-10-24,,2022-12-31,Initial Assignment,798
E00315,POS002,G4,2020-10-24,2023-01-01,,,Early Promotion,1127
E00316,POS002,G4,2025-05-07,2025-05-07,,,Initial Assignment,270
E00317,POS001,G2,2014-05-14,2014-05-14,2015-05-05,2015-05-05,Initial Assignment,356
E00318,POS001,G2,2021-01-05,2021-01-05,2024-12-02,2024-12-02,Initial Assignment,1427
E00319,POS002,G4,2017-03-03,2017-03-03,2020-11-06,2020-11-06,Initial Assignment,1344
E00320,POS001,G1,2014-06-16,2014-06-16,2023-02-03,2020-06-30,Initial Assignment,2206
E00320,POS001,G2,2014-06-16,2020-07-01,2023-02-03,2023-02-03,Late Promotion,947
E00321,POS001,G1,2025-03-15,2025-03-15,,,Initial Assignment,323
E00322,POS001,G1,2015-07-28,2015-07-28,2025-12-03,2022-06-30,Initial Assignment,2529
E00322,POS001,G2,2015-07-28,2022-07-01,2025-12-03,2025-12-03,Late Promotion,1251
E00323,POS001,G2,2012-02-10,2012-02-10,2014-09-25,2014-09-25,Initial Assignment,958
E00324,POS001,G1,2014-04-13,2014-04-13,2023-01-07,2021-06-30,Initial Assignment,2635
E00324,POS001,G2,2014-04-13,2021-07-01,2023-01-07,2023-01-07,Late Promotion,555
E00325,POS001,G2,2019-09-23,2019-09-23,2025-12-31,2025-12-31,Initial Assignment,2291
E00325,POS002,G3,2026-01-01,2026-01-01,,,Late Promotion,31
E00326,POS001,G1,2014-08-02,2014-08-02,2020-06-02,2019-06-30,Initial Assignment,1793
E00326,POS001,G2,2014-08-02,2019-07-01,2020-06-02,2020-06-02,Normal Promotion,337
E00327,POS002,G3,2021-01-02,2021-01-02,,2025-06-30,Initial Assignment,1640
E00327,POS002,G4,2021-01-02,2025-07-01,,,Normal Promotion,215
E00328,POS002,G3,2023-03-02,2023-03-02,,,Initial Assignment,1067
E00329,POS001,G2,2014-04-30,2014-04-30,2020-10-01,2020-10-01,Initial Assignment,2346
E00330,POS001,G1,2016-04-15,2016-04-15,2016-08-24,2016-08-24,Initial Assignment,131
E00331,POS001,G1,2012-10-02,2012-10-02,2022-12-31,2018-12-31,Initial Assignment,2281
E00331,POS001,G2,2012-10-02,2019-01-01,2022-12-31,2022-12-31,Late Promotion,1460
E00331,POS002,G3,2023-01-01,2023-01-01,2024-06-05,2024-06-05,Normal Promotion,521
E00332,POS001,G2,2021-07-20,2021-07-20,2023-12-31,2023-12-31,Initial Assignment,894
E00332,POS002,G3,2024-01-01,2024-01-01,,,Early Promotion,762
E00333,POS001,G1,2013-05-28,2013-05-28,2021-11-23,2016-06-30,Initial Assignment,1129
E00333,POS001,G2,2013-05-28,2016-07-01,2021-11-23,2021-11-23,Early Promotion,1971
E00334,POS001,G1,2014-03-25,2014-03-25,2023-12-31,2020-06-30,Initial Assignment,2289
E00334,POS001,G2,2014-03-25,2020-07-01,2023-12-31,2023-12-31,Late Promotion,1278
E00334,POS002,G3,2024-01-01,2024-01-01,2025-11-05,2025-11-05,Normal Promotion,674
E00335,POS001,G1,2017-02-13,2017-02-13,2022-11-27,2022-06-30,Initial Assignment,1963
E00335,POS001,G2,2017-02-13,2022-07-01,2022-11-27,2022-11-27,Normal Promotion,149
E00336,POS001,G1,2023-02-20,2023-02-20,2025-09-19,2025-09-19,Initial Assignment,942
E00337,POS001,G2,2018-08-06,2018-08-06,2022-12-31,2022-12-31,Initial Assignment,1608
E00337,POS002,G3,2023-01-01,2023-01-01,,,Normal Promotion,1127
E00338,POS002,G3,2025-03-01,2025-03-01,,,Initial Assignment,337
E00339,POS001,G1,2012-01-18,2012-01-18,2017-12-31,2014-12-31,Initial Assignment,1078
E00339,POS001,G2,2012-01-18,2015-01-01,2017-12-31,2017-12-31,Normal Promotion,1095
E00339,POS002,G3,2018-01-01,2018-01-01,2023-01-17,2023-01-17,Normal Promotion,1842
E00340,POS002,G3,2020-06-19,2020-06-19,2020-10-16,2020-10-16,Initial Assignment,119
E00341,POS001,G2,2013-06-06,2013-06-06,2019-12-31,2019-12-31,Initial Assignment,2399
E00341,POS002,G3,2020-01-01,2020-01-01,2020-02-28,2020-02-28,Late Promotion,58
E00342,POS001,G2,2016-01-22,2016-01-22,2022-12-31,2022-12-31,Initial Assignment,2535
E00342,POS002,G3,2023-01-01,2023-01-01,2023-06-12,2023-06-12,Late Promotion,162
E00343,POS002,G4,2023-02-01,2023-02-01,2024-03-31,2024-03-31,Initial Assignment,424
E00344,POS001,G1,2011-11-03,2011-11-03,2019-02-08,2015-12-31,Initial Assignment,1519
E00344,POS001,G2,2011-11-03,2016-01-01,2019-02-08,2019-02-08,Normal Promotion,1134
E00345,POS002,G3,2018-12-21,2018-12-21,2024-10-24,2024-10-24,Initial Assignment,2134
E00346,POS001,G2,2011-09-18,2011-09-18,2013-08-22,2013-08-22,Initial Assignment,704
E00347,POS001,G2,2020-07-01,2020-07-01,2024-06-30,2024-06-30,Initial Assignment,1460
E00347,POS002,G3,2024-07-01,2024-07-01,,,Normal Promotion,580
E00348,POS001,G1,2021-08-31,2021-08-31,2022-04-14,2022-04-14,Initial Assignment,226
E00349,POS002,G3,2021-10-22,2021-10-22,,2025-06-30,Initial Assignment,1347
E00349,POS002,G4,2021-10-22,2025-07-01,,,Normal Promotion,215
E00350,POS001,G2,2024-06-17,2024-06-17,,,Initial Assignment,594
E00351,POS001,G1,2012-04-29,2012-04-29,2016-02-29,2016-02-29,Initial Assignment,1401
E00352,POS001,G1,2013-09-04,2013-09-04,2022-06-30,2018-12-31,Initial Assignment,1944
E00352,POS001,G2,2013-09-04,2019-01-01,2022-06-30,2022-06-30,Normal Promotion,1276
E00352,POS002,G3,2022-07-01,2022-07-01,,2025-12-31,Normal Promotion,1279
E00352,POS002,G4,2022-07-01,2026-01-01,,,Normal Promotion,31
E00353,POS001,G2,2016-12-29,2016-12-29,2019-06-30,2019-06-30,Initial Assignment,913
E00353,POS002,G3,2019-07-01,2019-07-01,,2022-12-31,Early Promotion,1279
E00353,POS002,G4,2019-07-01,2023-01-01,,,Normal Promotion,1127
E00354,POS001,G1,2025-03-22,2025-03-22,,,Initial Assignment,316
E00355,POS001,G1,2015-04-09,2015-04-09,2026-01-27,2020-12-31,Initial Assignment,2093
E00355,POS001,G2,2015-04-09,2021-01-01,2026-01-27,2026-01-27,Normal Promotion,1852
E00356,POS002,G4,2015-01-29,2015-01-29,2017-12-31,2017-12-31,Initial Assignment,1067
E00356,POS003,G5,2018-01-01,2018-01-01,2023-10-31,2023-10-31,Early Promotion,2129
E00357,POS002,G3,2011-07-30,2011-07-30,2021-06-30,2015-12-31,Initial Assignment,1615
E00357,POS002,G4,2011-07-30,2016-01-01,2021-06-30,2021-06-30,Normal Promotion,2007
E00357,POS003,G5,2021-07-01,2021-07-01,2023-09-22,2023-09-22,Normal Promotion,813
E00358,POS001,G2,2024-09-26,2024-09-26,,,Initial Assignment,493
E00359,POS001,G2,2023-11-04,2023-11-04,,,Initial Assignment,820
E00360,POS001,G2,2018-05-24,2018-05-24,2021-06-30,2021-06-30,Initial Assignment,1133
