EMP_ID,SAL_START_DATE,PAY_CATEGORY,SAL_AMOUNT,SAL_END_DATE
E00215,2018-02-18,연봉,47700000,2018-12-31
E00215,2019-01-01,연봉,50600000,2019-12-31
E00215,2020-01-01,연봉,53000000,2020-12-31
E00215,2021-01-01,연봉,56200000,2021-12-31
E00215,2022-01-01,연봉,63100000,2022-12-31
E00215,2023-01-01,연봉,69300000,2023-12-31
E00215,2024-01-01,연봉,73900000,2024-12-31
E00215,2025-01-01,연봉,78400000,2025-12-31
E00215,2026-01-01,연봉,79900000,
E00216,2017-12-27,연봉,49800000,2017-12-31
E00216,2018-01-01,연봉,49800000,2018-07-08
E00217,2018-01-04,연봉,39000000,2018-12-31
E00217,2019-01-01,연봉,42100000,2019-10-25
E00218,2019-06-05,연봉,41100000,2019-12-31
E00218,2020-01-01,연봉,44000000,2020-12-31
E00218,2021-01-01,연봉,46200000,2021-12-31
E00218,2022-01-01,연봉,49300000,2022-12-31
E00218,2023-01-01,연봉,52600000,2023-12-31
E00218,2024-01-01,연봉,59300000,2024-12-31
E00218,2025-01-01,연봉,65700000,2025-12-31
E00218,2026-01-01,연봉,69500000,
E00219,2021-10-29,연봉,45600000,2021-12-31
E00219,2022-01-01,연봉,46100000,2022-12-31
E00219,2023-01-01,연봉,49700000,2023-12-31
E00219,2024-01-01,연봉,53000000,2024-12-31
E00219,2025-01-01,연봉,55500000,2025-12-31
E00219,2026-01-01,연봉,59200000,
E00220,2020-11-17,연봉,42600000,2020-12-31
E00220,2021-01-01,연봉,43100000,2021-12-31
E00220,2022-01-01,연봉,44400000,2022-12-31
E00220,2023-01-01,연봉,47200000,2023-12-31
E00220,2024-01-01,연봉,49000000,2024-12-31
E00220,2025-01-01,연봉,55400000,2025-12-31
E00220,2026-01-01,연봉,60700000,
E00221,2012-08-06,연봉,39400000,2012-12-31
E00221,2013-01-01,연봉,39600000,2013-12-31
E00221,2014-01-01,연봉,41300000,2014-12-31
E00221,2015-01-01,연봉,44200000,2015-12-31
E00221,2016-01-01,연봉,48900000,2016-12-31
E00221,2017-01-01,연봉,51700000,2017-12-31
E00221,2018-01-01,연봉,52600000,2018-12-31
E00221,2019-01-01,연봉,54100000,2019-11-30
E00222,2025-02-07,연봉,47800000,2025-12-31
E00222,2026-01-01,연봉,49700000,
E00223,2015-05-27,연봉,41100000,2015-12-31
E00223,2016-01-01,연봉,44000000,2016-12-31
E00223,2017-01-01,연봉,44700000,2017-12-31
E00223,2018-01-01,연봉,45100000,2018-12-31
E00223,2019-01-01,연봉,48400000,2019-12-31
E00223,2020-01-01,연봉,50600000,2020-12-31
E00223,2021-01-01,연봉,56300000,2021-12-31
E00223,2022-01-01,연봉,58000000,2022-03-05
E00224,2014-12-30,연봉,42000000,2014-12-31
E00224,2015-01-01,연봉,42100000,2015-08-25
E00225,2018-03-03,연봉,44100000,2018-12-31
E00225,2019-01-01,연봉,47100000,2019-12-31
E00225,2020-01-01,연봉,50300000,2020-12-31
E00225,2021-01-01,연봉,52500000,2021-12-31
E00225,2022-01-01,연봉,53600000,2022-12-31
E00225,2023-01-01,연봉,58200000,2023-12-31
E00225,2024-01-01,연봉,59000000,2024-12-31
E00225,2025-01-01,연봉,59200000,2025-04-06
E00226,2024-09-20,연봉,40000000,2024-12-31
E00226,2025-01-01,연봉,40900000,2025-12-31
E00226,2026-01-01,연봉,43200000,
E00227,2019-06-01,연봉,43200000,2019-12-31
E00227,2020-01-01,연봉,46100000,2020-12-31
E00227,2021-01-01,연봉,47400000,2021-12-31
E00227,2022-01-01,연봉,48100000,2022-12-31
E00227,2023-01-01,연봉,50000000,2023-12-31
E00227,2024-01-01,연봉,52900000,2024-12-31
E00227,2025-01-01,연봉,56500000,2025-12-31
E00227,2026-01-01,연봉,64500000,
E00228,2020-10-03,연봉,40500000,2020-12-31
E00228,2021-01-01,연봉,41000000,2021-12-31
E00228,2022-01-01,연봉,43900000,2022-12-31
E00228,2023-01-01,연봉,44900000,2023-12-31
E00228,2024-01-01,연봉,49500000,2024-04-15
E00229,2024-10-29,연봉,55100000,2024-12-31
E00229,2025-01-01,연봉,55600000,2025-12-31
E00229,2026-01-01,연봉,60800000,
E00230,2012-12-27,연봉,47000000,2012-12-31
E00230,2013-01-01,연봉,47000000,2013-12-31
E00230,2014-01-01,연봉,50500000,2014-12-31
E00230,2015-01-01,연봉,54400000,2015-12-31
E00230,2016-01-01,연봉,58400000,2016-12-31
E00230,2017-01-01,연봉,66500000,2017-12-31
E00230,2018-01-01,연봉,71800000,2018-12-31
E00230,2019-01-01,연봉,79000000,2019-10-29
E00231,2016-10-06,연봉,44300000,2016-12-31
E00231,2017-01-01,연봉,45000000,2017-12-31
E00231,2018-01-01,연봉,48700000,2018-12-31
E00231,2019-01-01,연봉,51500000,2019-12-31
E00231,2020-01-01,연봉,56800000,2020-12-31
E00231,2021-01-01,연봉,59100000,2021-12-31
E00231,2022-01-01,연봉,65800000,2022-12-31
E00231,2023-01-01,연봉,69700000,2023-12-31
E00231,2024-01-01,연봉,78400000,2024-12-31
E00231,2025-01-01,연봉,79700000,2025-12-31
E00231,2026-01-01,연봉,84800000,
E00232,2022-12-14,연봉,43200000,2022-12-31
E00232,2023-01-01,연봉,43300000,2023-12-31
E00232,2024-01-01,연봉,47000000,2024-12-31
E00232,2025-01-01,연봉,48900000,2025-12-31
E00232,2026-01-01,연봉,51200000,
E00233,2012-10-19,연봉,40900000,2012-12-31
E00233,2013-01-01,연봉,41000000,2013-12-31
E00233,2014-01-01,연봉,42900000,2014-12-31
E00233,2015-01-01,연봉,43300000,2015-12-31
E00233,2016-01-01,연봉,43800000,2016-12-31
E00233,2017-01-01,연봉,50400000,2017-12-31
E00233,2018-01-01,연봉,54600000,2018-12-31
E00233,2019-01-01,연봉,59200000,2019-12-31
E00233,2020-01-01,연봉,63500000,2020-12-31
E00233,2021-01-01,연봉,65500000,2021-12-31
E00233,2022-01-01,연봉,66500000,2022-12-31
E00233,2023-01-01,연봉,66800000,2023-11-19
E00234,2012-11-19,연봉,38500000,2012-12-31
E00234,2013-01-01,연봉,38800000,2013-12-31
E00234,2014-01-01,연봉,41100000,2014-12-31
E00234,2015-01-01,연봉,42100000,2015-12-31
E00234,2016-01-01,연봉,46500000,2016-12-31
E00234,2017-01-01,연봉,50500000,2017-12-31
E00234,2018-01-01,연봉,53200000,2018-12-31
E00234,2019-01-01,연봉,56400000,2019-12-31
E00234,2020-01-01,연봉,63600000,2020-12-31
E00234,2021-01-01,연봉,67800000,2021-12-31
E00234,2022-01-01,연봉,68500000,2022-12-31
E00234,2023-01-01,연봉,72100000,2023-12-31
E00234,2024-01-01,연봉,73300000,2024-12-31
E00234,2025-01-01,연봉,74300000,2025-10-23
E00235,2017-06-03,연봉,47100000,2017-12-31
E00235,2018-01-01,연봉,48200000,2018-12-31
E00235,2019-01-01,연봉,49600000,2019-12-31
E00235,2020-01-01,연봉,52200000,2020-12-31
E00235,2021-01-01,연봉,58100000,2021-12-31
E00235,2022-01-01,연봉,62700000,2022-12-31
E00235,2023-01-01,연봉,65400000,2023-09-03
E00236,2017-12-03,연봉,49100000,2017-12-31
E00236,2018-01-01,연봉,49400000,2018-12-31
E00236,2019-01-01,연봉,54400000,2019-12-31
E00236,2020-01-01,연봉,59200000,2020-12-31
E00236,2021-01-01,연봉,62900000,2021-12-31
E00236,2022-01-01,연봉,65500000,2022-12-31
E00236,2023-01-01,연봉,70800000,2023-12-31
E00236,2024-01-01,연봉,75900000,2024-12-31
E00236,2025-01-01,연봉,86400000,2025-12-31
E00236,2026-01-01,연봉,93900000,
E00237,2015-06-27,연봉,42400000,2015-12-31
E00237,2016-01-01,연봉,44100000,2016-12-31
E00237,2017-01-01,연봉,48100000,2017-12-31
E00237,2018-01-01,연봉,50200000,2018-12-31
E00237,2019-01-01,연봉,55200000,2019-08-01
E00238,2020-12-28,연봉,62700000,2020-12-31
E00238,2021-01-01,연봉,62700000,2021-06-25
E00239,2013-04-14,연봉,47000000,2013-12-31
E00239,2014-01-01,연봉,51100000,2014-12-31
E00239,2015-01-01,연봉,53100000,2015-12-31
E00239,2016-01-01,연봉,59100000,2016-12-31
E00239,2017-01-01,연봉,63000000,2017-12-31
E00239,2018-01-01,연봉,72400000,2018-12-31
E00239,2019-01-01,연봉,73500000,2019-12-31
E00239,2020-01-01,연봉,73600000,2020-06-29
E00240,2013-03-02,연봉,52800000,2013-12-31
E00240,2014-01-01,연봉,54600000,2014-12-31
E00240,2015-01-01,연봉,57100000,2015-12-31
E00240,2016-01-01,연봉,60000000,2016-12-31
E00240,2017-01-01,연봉,64400000,2017-12-31
E00240,2018-01-01,연봉,69300000,2018-12-31
E00240,2019-01-01,연봉,79300000,2019-12-31
E00240,2020-01-01,연봉,82700000,2020-12-31
E00240,2021-01-01,연봉,87600000,2021-12-31
E00240,2022-01-01,연봉,98300000,2022-12-31
E00240,2023-01-01,연봉,110500000,2023-12-31
E00240,2024-01-01,연봉,112200000,2024-12-31
E00240,2025-01-01,연봉,113700000,2025-01-12
E00241,2020-08-18,연봉,43600000,2020-12-31
E00241,2021-01-01,연봉,45400000,2021-12-31
E00241,2022-01-01,연봉,48700000,2022-12-31
E00241,2023-01-01,연봉,51700000,2023-12-31
E00241,2024-01-01,연봉,55000000,2024-12-31
E00241,2025-01-01,연봉,60900000,2025-12-31
E00241,2026-01-01,연봉,65700000,
E00242,2014-02-26,연봉,44700000,2014-12-31
E00242,2015-01-01,연봉,45800000,2015-12-31
E00242,2016-01-01,연봉,48200000,2016-12-31
E00242,2017-01-01,연봉,48700000,2017-12-31
E00242,2018-01-01,연봉,52200000,2018-12-31
E00242,2019-01-01,연봉,56300000,2019-12-31
E00242,2020-01-01,연봉,62900000,2020-12-31
E00242,2021-01-01,연봉,65800000,2021-12-31
E00242,2022-01-01,연봉,72900000,2022-12-31
E00242,2023-01-01,연봉,74600000,2023-12-31
E00242,2024-01-01,연봉,75800000,2024-12-31
E00242,2025-01-01,연봉,80900000,2025-12-31
E00242,2026-01-01,연봉,88300000,
E00243,2019-09-27,연봉,38800000,2019-12-31
E00243,2020-01-01,연봉,39900000,2020-12-31
E00243,2021-01-01,연봉,41700000,2021-12-31
E00243,2022-01-01,연봉,45600000,2022-12-31
E00243,2023-01-01,연봉,48300000,2023-12-31
E00243,2024-01-01,연봉,55200000,2024-12-31
E00243,2025-01-01,연봉,58200000,2025-12-31
E00243,2026-01-01,연봉,63200000,
E00244,2020-07-12,연봉,38800000,2020-12-31
E00244,2021-01-01,연봉,40200000,2021-11-04
E00245,2015-04-09,연봉,50700000,2015-12-31
E00245,2016-01-01,연봉,51200000,2016-12-31
E00245,2017-01-01,연봉,56500000,2017-12-31
E00245,2018-01-01,연봉,62200000,2018-12-31
E00245,2019-01-01,연봉,64800000,2019-12-31
E00245,2020-01-01,연봉,69500000,2020-12-31
E00245,2021-01-01,연봉,74700000,2021-12-31
E00245,2022-01-01,연봉,79800000,2022-12-31
E00245,2023-01-01,연봉,90800000,2023-12-31
E00245,2024-01-01,연봉,94700000,2024-12-31
E00245,2025-01-01,연봉,97200000,2025-12-31
E00245,2026-01-01,연봉,97300000,2026-01-30
E00246,2018-08-25,연봉,41300000,2018-12-31
E00246,2019-01-01,연봉,41900000,2019-12-31
E00246,2020-01-01,연봉,44400000,2020-12-31
E00246,2021-01-01,연봉,48600000,2021-12-31
E00246,2022-01-01,연봉,55700000,2022-12-31
E00246,2023-01-01,연봉,60000000,2023-12-31
E00246,2024-01-01,연봉,62900000,2024-12-31
E00246,2025-01-01,연봉,68100000,2025-12-31
E00246,2026-01-01,연봉,68800000,
E00247,2014-05-20,연봉,46400000,2014-12-31
E00247,2015-01-01,연봉,49100000,2015-12-31
E00247,2016-01-01,연봉,49600000,2016-12-31
E00247,2017-01-01,연봉,52000000,2017-12-31
E00247,2018-01-01,연봉,53400000,2018-08-03
E00248,2019-01-09,연봉,41300000,2019-12-31
E00248,2020-01-01,연봉,42200000,2020-12-31
E00248,2021-01-01,연봉,46200000,2021-12-31
E00248,2022-01-01,연봉,48300000,2022-12-31
E00248,2023-01-01,연봉,55200000,2023-12-31
E00248,2024-01-01,연봉,59100000,2024-12-31
E00248,2025-01-01,연봉,62600000,2025-12-31
E00248,2026-01-01,연봉,67300000,
E00249,2015-02-21,연봉,50500000,2015-12-31
E00249,2016-01-01,연봉,53200000,2016-12-31
E00249,2017-01-01,연봉,54300000,2017-12-31
E00249,2018-01-01,연봉,59200000,2018-12-31
E00249,2019-01-01,연봉,61900000,2019-12-31
E00249,2020-01-01,연봉,62700000,2020-12-31
E00249,2021-01-01,연봉,65700000,2021-12-31
E00249,2022-01-01,연봉,72400000,2022-12-31
E00249,2023-01-01,연봉,80000000,2023-12-31
E00249,2024-01-01,연봉,86800000,2024-12-31
E00249,2025-01-01,연봉,91100000,2025-12-31
E00249,2026-01-01,연봉,103800000,
E00250,2025-10-17,연봉,38900000,2025-12-31
E00250,2026-01-01,연봉,39300000,
E00251,2018-07-02,연봉,48800000,2018-12-31
E00251,2019-01-01,연봉,50000000,2019-12-31
E00251,2020-01-01,연봉,56100000,2020-12-31
E00251,2021-01-01,연봉,60100000,2021-12-31
E00251,2022-01-01,연봉,64500000,2022-12-31
E00251,2023-01-01,연봉,65600000,2023-12-31
E00251,2024-01-01,연봉,67200000,2024-06-02
E00252,2016-03-07,연봉,40700000,2016-12-31
E00252,2017-01-01,연봉,41500000,2017-01-10
E00253,2011-08-04,연봉,44100000,2011-12-31
E00253,2012-01-01,연봉,45700000,2012-12-31
E00253,2013-01-01,연봉,48800000,2013-12-31
E00253,2014-01-01,연봉,51300000,2014-12-31
E00253,2015-01-01,연봉,56800000,2015-12-31
E00253,2016-01-01,연봉,59900000,2016-12-31
E00253,2017-01-01,연봉,63400000,2017-12-31
E00253,2018-01-01,연봉,71200000,2018-12-31
E00253,2019-01-01,연봉,75400000,2019-12-31
E00253,2020-01-01,연봉,81600000,2020-12-31
E00253,2021-01-01,연봉,86600000,2021-12-31
E00253,2022-01-01,연봉,96700000,2022-12-31
E00253,2023-01-01,연봉,102300000,2023-12-31
E00253,2024-01-01,연봉,113800000,2024-12-31
E00253,2025-01-01,연봉,120900000,2025-12-31
E00253,2026-01-01,연봉,122100000,
E00254,2013-02-06,연봉,49100000,2013-12-31
E00254,2014-01-01,연봉,53000000,2014-12-31
E00254,2015-01-01,연봉,56700000,2015-12-31
E00254,2016-01-01,연봉,61800000,2016-12-31
E00254,2017-01-01,연봉,62400000,2017-12-31
E00254,2018-01-01,연봉,70100000,2018-12-31
E00254,2019-01-01,연봉,79500000,2019-12-31
E00254,2020-01-01,연봉,83900000,2020-12-31
E00254,2021-01-01,연봉,91700000,2021-12-31
E00254,2022-01-01,연봉,94300000,2022-12-31
E00254,2023-01-01,연봉,101700000,2023-12-31
E00254,2024-01-01,연봉,104600000,2024-07-06
E00255,2019-09-27,연봉,50800000,2019-12-31
E00255,2020-01-01,연봉,51300000,2020-12-31
E00255,2021-01-01,연봉,57300000,2021-08-09
E00256,2021-01-07,연봉,37400000,2021-12-31
E00256,2022-01-01,연봉,39400000,2022-12-31
E00256,2023-01-01,연봉,42000000,2023-12-31
E00256,2024-01-01,연봉,45600000,2024-12-31
E00256,2025-01-01,연봉,49000000,2025-12-31
E00256,2026-01-01,연봉,52200000,
E00257,2022-07-27,연봉,51800000,2022-12-31
E00257,2023-01-01,연봉,53400000,2023-12-31
E00257,2024-01-01,연봉,60500000,2024-12-31
E00257,2025-01-01,연봉,64000000,2025-12-31
E00257,2026-01-01,연봉,68200000,
E00258,2018-07-19,연봉,40300000,2018-12-31
E00258,2019-01-01,연봉,42000000,2019-12-31
E00258,2020-01-01,연봉,45900000,2020-12-31
E00258,2021-01-01,연봉,50300000,2021-12-31
E00258,2022-01-01,연봉,56500000,2022-12-31
E00258,2023-01-01,연봉,61000000,2023-12-31
E00258,2024-01-01,연봉,67800000,2024-12-31
E00258,2025-01-01,연봉,69500000,2025-12-31
E00258,2026-01-01,연봉,77100000,
E00259,2018-10-07,연봉,46800000,2018-12-31
E00259,2019-01-01,연봉,47100000,2019-12-31
E00259,2020-01-01,연봉,50400000,2020-12-31
E00259,2021-01-01,연봉,52300000,2021-12-31
E00259,2022-01-01,연봉,55300000,2022-12-31
E00259,2023-01-01,연봉,59200000,2023-12-31
E00259,2024-01-01,연봉,63300000,2024-12-31
E00259,2025-01-01,연봉,70600000,2025-12-31
E00259,2026-01-01,연봉,75700000,
E00260,2018-06-09,연봉,44300000,2018-12-31
E00260,2019-01-01,연봉,47000000,2019-12-31
E00260,2020-01-01,연봉,50500000,2020-12-31
E00260,2021-01-01,연봉,53200000,2021-12-31
E00260,2022-01-01,연봉,57900000,2022-12-31
E00260,2023-01-01,연봉,63400000,2023-03-08
E00261,2022-04-19,연봉,41100000,2022-12-31
E00261,2023-01-01,연봉,41800000,2023-12-31
E00261,2024-01-01,연봉,45100000,2024-12-31
E00261,2025-01-01,연봉,48800000,2025-12-31
E00261,2026-01-01,연봉,51300000,
E00262,2011-07-17,연봉,69700000,2011-12-31
E00262,2012-01-01,연봉,72900000,2012-12-31
E00262,2013-01-01,연봉,76900000,2013-12-31
E00262,2014-01-01,연봉,81800000,2014-12-31
E00262,2015-01-01,연봉,86300000,2015-12-31
E00262,2016-01-01,연봉,97500000,2016-12-31
E00262,2017-01-01,연봉,103400000,2017-12-31
E00262,2018-01-01,연봉,106200000,2018-12-31
E00262,2019-01-01,연봉,108000000,2019-12-31
E00262,2020-01-01,연봉,119600000,2020-12-31
E00262,2021-01-01,연봉,123700000,2021-12-31
E00262,2022-01-01,연봉,127400000,2022-12-31
E00262,2023-01-01,연봉,143300000,2023-12-31
E00262,2024-01-01,연봉,144700000,2024-12-31
E00262,2025-01-01,연봉,150600000,2025-12-31
E00262,2026-01-01,연봉,153700000,
E00263,2012-05-28,연봉,37900000,2012-12-31
E00263,2013-01-01,연봉,40400000,2013-12-31
E00263,2014-01-01,연봉,44000000,2014-12-31
E00263,2015-01-01,연봉,45700000,2015-12-31
E00263,2016-01-01,연봉,51500000,2016-12-31
E00263,2017-01-01,연봉,56100000,2017-12-31
E00263,2018-01-01,연봉,58900000,2018-12-31
E00263,2019-01-01,연봉,59500000,2019-12-31
E00263,2020-01-01,연봉,67800000,2020-12-31
E00263,2021-01-01,연봉,76500000,2021-12-31
E00263,2022-01-01,연봉,77900000,2022-12-31
E00263,2023-01-01,연봉,78700000,2023-12-31
E00263,2024-01-01,연봉,85800000,2024-08-31
E00264,2018-04-05,연봉,42900000,2018-12-31
E00264,2019-01-01,연봉,47100000,2019-12-31
E00264,2020-01-01,연봉,51900000,2020-12-31
E00264,2021-01-01,연봉,55900000,2021-12-31
E00264,2022-01-01,연봉,60300000,2022-12-31
E00264,2023-01-01,연봉,61400000,2023-12-31
E00264,2024-01-01,연봉,62600000,2024-05-12
E00265,2017-12-04,연봉,59100000,2017-12-31
E00265,2018-01-01,연봉,59500000,2018-12-31
E00265,2019-01-01,연봉,64400000,2019-12-31
E00265,2020-01-01,연봉,68800000,2020-12-31
E00265,2021-01-01,연봉,73100000,2021-12-31
E00265,2022-01-01,연봉,82700000,2022-12-31
E00265,2023-01-01,연봉,87500000,2023-12-31
E00265,2024-01-01,연봉,100200000,2024-12-31
E00265,2025-01-01,연봉,103900000,2025-12-31
E00265,2026-01-01,연봉,109300000,
E00266,2018-09-21,연봉,48500000,2018-12-31
E00266,2019-01-01,연봉,48600000,2019-12-31
E00266,2020-01-01,연봉,51400000,2020-12-31
E00266,2021-01-01,연봉,53000000,2021-12-31
E00266,2022-01-01,연봉,54400000,2022-12-31
E00266,2023-01-01,연봉,58000000,2023-12-31
E00266,2024-01-01,연봉,65500000,2024-12-31
E00266,2025-01-01,연봉,72200000,2025-12-31
E00266,2026-01-01,연봉,78500000,
E00267,2025-06-29,연봉,39400000,2025-12-31
E00267,2026-01-01,연봉,39700000,
E00268,2015-04-02,연봉,31700000,2015-12-31
E00268,2016-01-01,연봉,32400000,2016-12-31
E00268,2017-01-01,연봉,35300000,2017-12-31
E00268,2018-01-01,연봉,35900000,2018-12-31
E00268,2019-01-01,연봉,36900000,2019-11-09
E00269,2017-07-23,연봉,44100000,2017-12-31
E00269,2018-01-01,연봉,44700000,2018-09-02
E00270,2023-02-24,연봉,37600000,2023-12-31
E00270,2024-01-01,연봉,39300000,2024-12-31
E00270,2025-01-01,연봉,42300000,2025-12-31
E00270,2026-01-01,연봉,43600000,
E00271,2025-03-14,연봉,39800000,2025-12-31
E00271,2026-01-01,연봉,41800000,
E00272,2020-09-24,연봉,37500000,2020-12-31
E00272,2021-01-01,연봉,37700000,2021-12-31
E00272,2022-01-01,연봉,39300000,2022-12-31
E00272,2023-01-01,연봉,42000000,2023-12-31
E00272,2024-01-01,연봉,42500000,2024-12-31
E00272,2025-01-01,연봉,45600000,2025-12-31
E00272,2026-01-01,연봉,50400000,
E00273,2024-07-21,연봉,50100000,2024-12-31
E00273,2025-01-01,연봉,51400000,2025-12-31
E00273,2026-01-01,연봉,55300000,
E00274,2017-05-09,연봉,43600000,2017-12-31
E00274,2018-01-01,연봉,45500000,2018-12-31
E00274,2019-01-01,연봉,50100000,2019-12-31
E00274,2020-01-01,연봉,53300000,2020-12-31
E00274,2021-01-01,연봉,55800000,2021-12-31
E00274,2022-01-01,연봉,59400000,2022-12-31
E00274,2023-01-01,연봉,63900000,2023-12-31
E00274,2024-01-01,연봉,67800000,2024-12-31
E00274,2025-01-01,연봉,77000000,2025-12-31
E00274,2026-01-01,연봉,81700000,
E00275,2024-08-22,연봉,51500000,2024-12-31
E00275,2025-01-01,연봉,52200000,2025-12-31
E00275,2026-01-01,연봉,54300000,
E00276,2025-12-02,연봉,45800000,2025-12-31
E00276,2026-01-01,연봉,45900000,
E00277,2024-08-26,연봉,36100000,2024-12-31
E00277,2025-01-01,연봉,37500000,2025-12-31
E00277,2026-01-01,연봉,38400000,
E00278,2012-02-01,연봉,48400000,2012-12-31
E00278,2013-01-01,연봉,50100000,2013-12-31
E00278,2014-01-01,연봉,52000000,2014-12-31
E00278,2015-01-01,연봉,56500000,2015-12-31
E00278,2016-01-01,연봉,59400000,2016-12-31
E00278,2017-01-01,연봉,65200000,2017-12-31
E00278,2018-01-01,연봉,67800000,2018-12-31
E00278,2019-01-01,연봉,69000000,2019-12-31
E00278,2020-01-01,연봉,70700000,2020-01-02
E00279,2020-11-26,연봉,47500000,2020-12-31
E00279,2021-01-01,연봉,47800000,2021-12-31
E00279,2022-01-01,연봉,49500000,2022-12-31
E00279,2023-01-01,연봉,55700000,2023-12-31
E00279,2024-01-01,연봉,57100000,2024-12-31
E00279,2025-01-01,연봉,61100000,2025-12-31
E00279,2026-01-01,연봉,65900000,
E00280,2011-08-31,연봉,40100000,2011-12-31
E00280,2012-01-01,연봉,41100000,2012-12-31
E00280,2013-01-01,연봉,43300000,2013-12-31
E00280,2014-01-01,연봉,45700000,2014-12-31
E00280,2015-01-01,연봉,46500000,2015-12-31
E00280,2016-01-01,연봉,47800000,2016-09-15
E00281,2016-02-28,연봉,36600000,2016-12-31
E00281,2017-01-01,연봉,38500000,2017-12-31
E00281,2018-01-01,연봉,40600000,2018-12-31
E00281,2019-01-01,연봉,46500000,2019-12-31
E00281,2020-01-01,연봉,50600000,2020-12-31
E00281,2021-01-01,연봉,57000000,2021-12-31
E00281,2022-01-01,연봉,63600000,2022-12-31
E00281,2023-01-01,연봉,66400000,2023-12-31
E00281,2024-01-01,연봉,67700000,2024-12-31
E00281,2025-01-01,연봉,75900000,2025-12-31
E00281,2026-01-01,연봉,80300000,
E00282,2013-04-11,연봉,54200000,2013-12-31
E00282,2014-01-01,연봉,59600000,2014-12-31
E00282,2015-01-01,연봉,61700000,2015-12-31
E00282,2016-01-01,연봉,68400000,2016-12-31
E00282,2017-01-01,연봉,69400000,2017-12-31
E00282,2018-01-01,연봉,69600000,2018-02-21
E00283,2022-05-11,연봉,39800000,2022-12-31
E00283,2023-01-01,연봉,42600000,2023-12-31
E00283,2024-01-01,연봉,44400000,2024-12-31
E00283,2025-01-01,연봉,50300000,2025-12-31
E00283,2026-01-01,연봉,54200000,
E00284,2020-09-03,연봉,48500000,2020-12-31
E00284,2021-01-01,연봉,50200000,2021-12-31
E00284,2022-01-01,연봉,52600000,2022-12-31
E00284,2023-01-01,연봉,55400000,2023-12-31
E00284,2024-01-01,연봉,57800000,2024-06-22
E00285,2012-09-16,연봉,32600000,2012-12-31
E00285,2013-01-01,연봉,32900000,2013-12-31
E00285,2014-01-01,연봉,34200000,2014-12-31
E00285,2015-01-01,연봉,35000000,2015-12-31
E00285,2016-01-01,연봉,38700000,2016-12-31
E00285,2017-01-01,연봉,41100000,2017-12-31
E00285,2018-01-01,연봉,42600000,2018-12-31
E00285,2019-01-01,연봉,43200000,2019-12-31
E00285,2020-01-01,연봉,43700000,2020-03-26
E00286,2019-12-10,연봉,57800000,2019-12-31
E00286,2020-01-01,연봉,58000000,2020-12-31
E00286,2021-01-01,연봉,58800000,2021-12-31
E00286,2022-01-01,연봉,62900000,2022-12-31
E00286,2023-01-01,연봉,68200000,2023-09-26
E00287,2014-04-27,연봉,57900000,2014-12-31
E00287,2015-01-01,연봉,58300000,2015-12-31
E00287,2016-01-01,연봉,62500000,2016-12-31
E00287,2017-01-01,연봉,68600000,2017-12-31
E00287,2018-01-01,연봉,70200000,2018-12-31
E00287,2019-01-01,연봉,77900000,2019-12-31
E00287,2020-01-01,연봉,83600000,2020-12-31
E00287,2021-01-01,연봉,95500000,2021-12-31
E00287,2022-01-01,연봉,99200000,2022-06-29
E00288,2017-10-12,연봉,41900000,2017-12-31
E00288,2018-01-01,연봉,42400000,2018-12-31
E00288,2019-01-01,연봉,45700000,2019-12-31
E00288,2020-01-01,연봉,46400000,2020-12-31
E00288,2021-01-01,연봉,47800000,2021-02-25
E00289,2024-03-05,연봉,39000000,2024-12-31
E00289,2025-01-01,연봉,41000000,2025-12-31
E00289,2026-01-01,연봉,44100000,
E00290,2016-08-11,연봉,35000000,2016-12-31
E00290,2017-01-01,연봉,35400000,2017-12-31
E00290,2018-01-01,연봉,37700000,2018-12-31
E00290,2019-01-01,연봉,38400000,2019-02-21
E00291,2014-03-02,연봉,42200000,2014-12-31
E00291,2015-01-01,연봉,44200000,2015-12-31
E00291,2016-01-01,연봉,45700000,2016-12-31
E00291,2017-01-01,연봉,47400000,2017-12-31
E00291,2018-01-01,연봉,52000000,2018-12-31
E00291,2019-01-01,연봉,56800000,2019-12-31
E00291,2020-01-01,연봉,64200000,2020-12-31
E00291,2021-01-01,연봉,69200000,2021-12-31
E00291,2022-01-01,연봉,71100000,2022-12-31
E00291,2023-01-01,연봉,71100000,2023-12-31
E00291,2024-01-01,연봉,72800000,2024-11-24
E00292,2023-03-11,연봉,55700000,2023-04-28
E00293,2012-11-22,연봉,43900000,2012-12-31
E00293,2013-01-01,연봉,44100000,2013-12-31
E00293,2014-01-01,연봉,48400000,2014-12-31
E00293,2015-01-01,연봉,51500000,2015-12-31
E00293,2016-01-01,연봉,58200000,2016-12-31
E00293,2017-01-01,연봉,64600000,2017-12-31
E00293,2018-01-01,연봉,69200000,2018-12-31
E00293,2019-01-01,연봉,73800000,2019-12-31
E00293,2020-01-01,연봉,77500000,2020-12-31
E00293,2021-01-01,연봉,82500000,2021-12-31
E00293,2022-01-01,연봉,87100000,2022-12-31
E00293,2023-01-01,연봉,96800000,2023-12-31
E00293,2024-01-01,연봉,104700000,2024-12-31
E00293,2025-01-01,연봉,114000000,2025-12-31
E00293,2026-01-01,연봉,118200000,
E00294,2024-07-16,연봉,33100000,2024-12-31
E00294,2025-01-01,연봉,33400000,2025-12-31
E00294,2026-01-01,연봉,33700000,
