EMP_ID,DEP_ID,DEPT_TYPE,DEP_REL_START_DATE,DEP_APP_START_DATE,DEP_APP_END_DATE,MAIN_DEP,TITLE_INFO,DEP_DURATION
E00152,DEP031,현장,2011-05-15,2025-01-01,2025-04-13,Y,Member,102
E00153,DEP027,본사,2011-05-14,2018-09-29,2020-03-31,Y,Member,549
E00153,DEP020,본사,2010-10-14,2020-04-01,2023-06-30,Y,Member,1185
E00154,DEP009,본사,2011-02-22,2011-08-22,2012-12-31,Y,Member,497
E00154,DEP035,현장,2011-05-23,2013-01-01,2014-06-30,Y,Member,545
E00154,DEP033,현장,2011-10-13,2014-07-01,2018-09-25,Y,Member,1547
E00155,DEP020,본사,2010-10-14,2014-05-21,,Y,Member,4279
E00156,DEP022,본사,2010-08-09,2023-10-07,2024-12-31,Y,Member,451
E00156,DEP007,본사,2011-04-21,2025-01-01,,Y,Member,401
E00157,DEP024,본사,2011-05-07,2012-08-30,2014-09-30,Y,Member,761
E00157,DEP014,현장,2010-12-28,2014-10-01,2016-09-30,Y,Member,730
E00157,DEP010,본사,2010-11-08,2016-10-01,2018-06-30,Y,Member,637
E00157,DEP028,본사,2011-01-13,2018-07-01,2019-09-30,Y,Member,456
E00157,DEP029,본사,2010-08-12,2019-10-01,2025-02-16,Y,Member,1965
E00158,DEP031,현장,2011-05-15,2020-09-16,2022-06-30,Y,Member,652
E00158,DEP034,현장,2011-04-22,2022-07-01,2023-09-30,Y,Member,456
E00158,DEP035,현장,2011-05-23,2023-10-01,2025-06-30,Y,Member,638
E00158,DEP014,현장,2010-12-28,2025-07-01,,Y,Member,220
E00159,DEP032,현장,2011-05-02,2022-03-12,2022-07-29,Y,Head,139
E00160,DEP017,본사,2011-05-18,2023-12-28,2025-12-31,Y,Head,734
E00160,DEP007,본사,2011-04-21,2026-01-01,,Y,Member,36
E00161,DEP028,본사,2011-01-13,2012-02-14,2012-06-29,Y,Member,136
E00162,DEP017,본사,2011-05-18,2011-05-31,2012-12-31,Y,Head,580
E00162,DEP015,본사,2010-11-28,2013-01-01,2017-02-15,Y,Member,1506
E00163,DEP026,본사,2011-05-09,2025-10-09,,Y,Member,120
E00164,DEP013,현장,2010-09-29,2021-08-05,2023-03-31,Y,Member,603
E00164,DEP034,현장,2011-04-22,2023-04-01,2025-03-31,Y,Member,730
E00164,DEP028,본사,2011-01-13,2025-04-01,,Y,Member,311
E00165,DEP006,본사,2010-09-26,2015-04-19,2017-03-31,Y,Member,712
E00165,DEP014,현장,2010-12-28,2017-04-01,2017-08-26,Y,Member,147
E00166,DEP012,본사,2010-04-12,2012-08-20,2014-03-31,Y,Member,588
E00166,DEP010,본사,2010-11-08,2014-04-01,,Y,Member,4329
E00167,DEP028,본사,2011-01-13,2020-06-17,2021-09-30,Y,Member,470
E00167,DEP026,본사,2011-05-09,2021-10-01,2024-01-08,Y,Member,829
E00168,DEP019,본사,2011-11-21,2012-06-13,2014-03-31,Y,Member,656
E00168,DEP017,본사,2011-05-18,2014-04-01,2022-06-19,Y,Member,3001
E00169,DEP014,현장,2010-12-28,2011-09-16,2012-06-23,Y,Head,281
E00169,DEP014,현장,2010-12-28,2012-06-24,2013-03-31,Y,Member,280
E00169,DEP033,현장,2011-10-13,2013-04-01,2014-09-30,Y,Member,547
E00169,DEP019,본사,2011-11-21,2014-10-01,2016-09-30,Y,Member,730
E00169,DEP032,현장,2011-05-02,2016-10-01,2016-11-04,Y,Member,34
E00170,DEP020,본사,2010-10-14,2017-02-12,2018-12-31,Y,Member,687
E00170,DEP022,본사,2010-08-09,2019-01-01,2023-03-31,Y,Member,1550
E00170,DEP022,본사,2010-08-09,2023-04-01,2024-04-20,Y,Head,385
E00171,DEP034,현장,2011-04-22,2016-08-10,2017-12-31,Y,Member,508
E00171,DEP013,현장,2010-09-29,2018-01-01,,Y,Member,2958
E00172,DEP020,본사,2010-10-14,2022-10-05,2023-12-31,Y,Member,452
E00172,DEP008,본사,2010-07-28,2024-01-01,2024-11-25,Y,Member,329
E00173,DEP024,본사,2011-05-07,2019-09-16,2021-09-30,Y,Member,745
E00173,DEP015,본사,2010-11-28,2021-10-01,,Y,Member,1589
E00174,DEP008,본사,2010-07-28,2019-12-15,2022-03-27,Y,Member,833
E00175,DEP014,현장,2010-12-28,2022-08-04,2026-02-06,Y,Member,1282
E00175,DEP031,현장,2011-05-15,2024-01-01,,Y,Member,638
E00176,DEP016,본사,2011-04-16,2019-02-07,2020-09-30,Y,Member,601
E00176,DEP015,본사,2010-11-28,2020-10-01,2021-05-08,Y,Member,219
E00177,DEP018,본사,2012-02-07,2018-02-18,2019-06-30,Y,Member,497
E00177,DEP019,본사,2011-11-21,2019-07-01,2021-06-30,Y,Member,730
E00177,DEP013,현장,2010-09-29,2021-07-01,,Y,Member,1681
E00178,DEP017,본사,2011-05-18,2021-04-11,2023-01-02,Y,Member,631
E00179,DEP017,본사,2011-05-18,2017-05-19,2018-09-30,Y,Member,499
E00179,DEP016,본사,2011-04-16,2018-10-01,2020-09-30,Y,Member,730
E00179,DEP015,본사,2010-11-28,2020-10-01,,Y,Member,1954
E00180,DEP011,본사,2011-01-02,2013-05-29,2015-03-31,Y,Member,671
E00180,DEP029,본사,2010-08-12,2015-04-01,2016-12-31,Y,Member,640
E00180,DEP020,본사,2010-10-14,2017-01-01,2023-07-22,Y,Member,2393
E00181,DEP022,본사,2010-08-09,2022-11-05,2024-06-30,Y,Member,603
E00181,DEP024,본사,2011-05-07,2024-07-01,,Y,Member,585
E00182,DEP026,본사,2011-05-09,2022-12-03,2023-12-31,Y,Member,393
E00183,DEP032,현장,2011-05-02,2013-07-26,2015-09-30,Y,Member,796
E00183,DEP031,현장,2011-05-15,2015-10-01,2017-09-30,Y,Member,730
E00183,DEP007,본사,2011-04-21,2017-10-01,,Y,Member,3050
E00184,DEP016,본사,2011-04-16,2022-08-23,2024-06-30,Y,Member,677
E00184,DEP006,본사,2010-09-26,2024-07-01,2025-12-31,Y,Member,548
E00184,DEP018,본사,2012-02-07,2026-01-01,,Y,Member,36
E00185,DEP019,본사,2011-11-21,2012-01-25,2012-07-02,Y,Head,159
E00185,DEP019,본사,2011-11-21,2012-07-03,2013-10-25,Y,Member,479
E00186,DEP031,현장,2011-05-15,2012-02-14,2013-08-26,Y,Head,559
E00186,DEP031,현장,2011-05-15,2013-08-27,2013-09-30,Y,Member,34
E00186,DEP014,현장,2010-12-28,2013-10-01,2016-05-23,Y,Member,965
E00187,DEP007,본사,2011-04-21,2019-11-13,2021-03-31,Y,Member,504
E00187,DEP015,본사,2010-11-28,2021-04-01,2022-06-30,Y,Member,455
E00187,DEP017,본사,2011-05-18,2022-07-01,2024-03-31,Y,Member,639
E00187,DEP022,본사,2010-08-09,2024-04-01,,Y,Member,676
E00188,DEP018,본사,2012-02-07,2013-06-24,2014-09-30,Y,Member,463
E00188,DEP008,본사,2010-07-28,2014-10-01,2016-09-30,Y,Member,730
E00188,DEP020,본사,2010-10-14,2016-10-01,2017-06-15,Y,Member,257
E00189,DEP022,본사,2010-08-09,2011-09-23,2013-09-30,Y,Head,738
E00189,DEP020,본사,2010-10-14,2013-10-01,2023-05-02,Y,Head,3500
E00189,DEP020,본사,2010-10-14,2018-01-01,2018-01-22,Y,Member,21
E00190,DEP018,본사,2012-02-07,2020-05-21,2021-09-30,Y,Member,497
E00190,DEP012,본사,2010-04-12,2021-10-01,2021-10-20,Y,Member,19
E00191,DEP019,본사,2011-11-21,2022-11-24,2024-12-31,Y,Member,768
E00191,DEP007,본사,2011-04-21,2025-01-01,2025-02-02,Y,Member,32
E00192,DEP008,본사,2010-07-28,2012-01-01,2013-09-30,Y,Member,638
E00192,DEP031,현장,2011-05-15,2013-10-01,2015-06-30,Y,Member,637
E00192,DEP014,현장,2010-12-28,2015-07-01,,Y,Member,3873
E00193,DEP030,본사,2010-06-18,2014-06-24,2016-03-31,Y,Member,646
E00193,DEP026,본사,2011-05-09,2016-04-01,2016-09-30,Y,Head,182
E00193,DEP026,본사,2011-05-09,2016-10-01,2018-03-31,Y,Member,546
E00193,DEP028,본사,2011-01-13,2018-04-01,2019-06-30,Y,Member,455
E00193,DEP024,본사,2011-05-07,2019-07-01,2020-12-31,Y,Member,549
E00193,DEP010,본사,2010-11-08,2021-01-01,,Y,Member,1862
E00194,DEP021,본사,2010-09-12,2025-08-02,,Y,Member,188
E00195,DEP018,본사,2012-02-07,2011-09-02,2012-08-29,Y,Member,362
E00196,DEP014,현장,2010-12-28,2016-02-22,2021-01-11,Y,Member,1785
E00196,DEP035,현장,2011-05-23,2017-07-01,2019-03-31,Y,Member,638
E00197,DEP034,현장,2011-04-22,2015-10-25,2020-06-30,Y,Member,1710
E00197,DEP033,현장,2011-10-13,2020-07-01,2021-12-31,Y,Member,548
E00197,DEP028,본사,2011-01-13,2022-01-01,,Y,Member,1497
E00198,DEP018,본사,2012-02-07,2013-08-29,2015-03-31,Y,Member,579
E00198,DEP018,본사,2012-02-07,2014-07-01,2014-12-14,Y,Head,166
E00198,DEP019,본사,2011-11-21,2015-04-01,2017-03-31,Y,Member,730
E00198,DEP013,현장,2010-09-29,2017-04-01,2018-12-31,Y,Member,639
E00198,DEP035,현장,2011-05-23,2019-01-01,,Y,Member,2593
E00199,DEP035,현장,2011-05-23,2024-07-11,2025-09-30,Y,Member,446
E00199,DEP014,현장,2010-12-28,2025-10-01,,Y,Member,128
E00200,DEP023,본사,2011-12-15,2018-09-23,2019-12-31,Y,Member,464
E00200,DEP035,현장,2011-05-23,2020-01-01,2021-09-30,Y,Member,638
E00200,DEP034,현장,2011-04-22,2021-10-01,2023-06-30,Y,Head,637
E00200,DEP032,현장,2011-05-02,2023-07-01,2024-09-30,Y,Member,457
E00200,DEP033,현장,2011-10-13,2024-10-01,2025-12-31,Y,Member,456
E00200,DEP033,현장,2011-10-13,2026-01-01,,Y,Head,36
E00201,DEP007,본사,2011-04-21,2016-05-04,2017-12-31,Y,Member,606
E00201,DEP034,현장,2011-04-22,2018-01-01,2019-07-20,Y,Member,565
E00202,DEP022,본사,2010-08-09,2023-04-12,2024-11-30,Y,Member,598
E00203,DEP016,본사,2011-04-16,2020-07-21,2022-02-11,Y,Member,570
E00204,DEP032,현장,2011-05-02,2020-09-20,2023-12-31,Y,Member,1197
E00204,DEP007,본사,2011-04-21,2024-01-01,2025-03-31,Y,Member,455
E00204,DEP016,본사,2011-04-16,2025-04-01,,Y,Member,311
E00205,DEP025,본사,2011-01-22,2012-09-23,2013-12-31,Y,Head,464
E00205,DEP011,본사,2011-01-02,2014-01-01,2014-11-20,Y,Head,323
E00205,DEP011,본사,2011-01-02,2014-11-21,2015-03-31,Y,Member,130
E00205,DEP032,현장,2011-05-02,2015-04-01,2015-09-23,Y,Member,175
E00206,DEP014,현장,2010-12-28,2021-04-07,2022-03-31,Y,Member,358
E00207,DEP024,본사,2011-05-07,2014-07-02,2015-09-30,Y,Head,455
E00207,DEP021,본사,2010-09-12,2015-10-01,2020-04-20,Y,Member,1663
E00207,DEP021,본사,2010-09-12,2016-10-01,2018-07-14,Y,Head,651
E00208,DEP024,본사,2011-05-07,2018-07-30,,Y,Member,2748
E00209,DEP009,본사,2011-02-22,2014-04-24,2014-07-08,Y,Member,75
E00210,DEP012,본사,2010-04-12,2021-03-13,2022-12-31,Y,Member,658
E00210,DEP030,본사,2010-06-18,2023-01-01,2023-02-16,Y,Member,46
E00211,DEP011,본사,2011-01-02,2016-12-11,2018-03-31,Y,Member,475
E00211,DEP029,본사,2010-08-12,2018-04-01,2022-04-03,Y,Head,1463
E00211,DEP029,본사,2010-08-12,2019-01-01,2021-03-31,Y,Member,820
E00212,DEP028,본사,2011-01-13,2025-08-19,,Y,Member,171
E00213,DEP025,본사,2011-01-22,2022-10-21,2024-03-31,Y,Member,527
E00213,DEP029,본사,2010-08-12,2024-04-01,2025-09-30,Y,Member,547
E00213,DEP026,본사,2011-05-09,2025-10-01,,Y,Member,128
E00214,DEP014,현장,2010-12-28,2013-12-07,2017-06-26,Y,Member,1297
E00215,DEP029,본사,2010-08-12,2018-02-23,2019-06-30,Y,Member,492
E00215,DEP010,본사,2010-11-08,2019-07-01,2020-12-31,Y,Member,549
E00215,DEP034,현장,2011-04-22,2021-01-01,,Y,Member,1862
E00216,DEP034,현장,2011-04-22,2018-01-01,2018-07-12,Y,Member,192
E00217,DEP032,현장,2011-05-02,2018-01-09,2019-06-30,Y,Member,537
E00217,DEP013,현장,2010-09-29,2019-07-01,2019-10-29,Y,Member,120
E00218,DEP019,본사,2011-11-21,2019-06-10,2026-02-06,Y,Member,2433
E00218,DEP018,본사,2012-02-07,2021-01-01,2022-09-30,Y,Member,637
E00218,DEP017,본사,2011-05-18,2022-10-01,,Y,Member,730
E00219,DEP022,본사,2010-08-09,2021-11-03,2022-12-31,Y,Member,423
E00219,DEP021,본사,2010-09-12,2023-01-01,2024-12-31,Y,Member,730
E00219,DEP007,본사,2011-04-21,2025-01-01,,Y,Member,401
E00220,DEP014,현장,2010-12-28,2020-11-22,2022-06-30,Y,Member,585
E00220,DEP022,본사,2010-08-09,2022-07-01,2023-12-31,Y,Member,548
E00220,DEP024,본사,2011-05-07,2024-01-01,2025-06-30,Y,Member,546
E00220,DEP009,본사,2011-02-22,2025-07-01,,Y,Member,220
E00221,DEP022,본사,2010-08-09,2012-08-11,2014-09-30,Y,Member,780
E00221,DEP019,본사,2011-11-21,2014-10-01,2016-09-30,Y,Member,730
E00221,DEP015,본사,2010-11-28,2016-10-01,2017-12-31,Y,Member,456
E00221,DEP017,본사,2011-05-18,2018-01-01,2019-12-05,Y,Member,703
E00222,DEP008,본사,2010-07-28,2025-02-12,,Y,Member,359
E00223,DEP019,본사,2011-11-21,2015-06-01,2017-03-31,Y,Member,669
E00223,DEP016,본사,2011-04-16,2017-04-01,2018-06-30,Y,Member,455
E00223,DEP017,본사,2011-05-18,2018-07-01,2022-03-09,Y,Member,1347
E00224,DEP027,본사,2011-05-14,2015-01-04,2015-08-29,Y,Member,237
E00225,DEP008,본사,2010-07-28,2018-03-08,2019-12-31,Y,Member,663
E00225,DEP020,본사,2010-10-14,2020-01-01,2025-04-10,Y,Member,1926
E00226,DEP010,본사,2010-11-08,2024-09-25,,Y,Member,499
E00227,DEP020,본사,2010-10-14,2019-06-06,2020-12-31,Y,Member,574
E00227,DEP011,본사,2011-01-02,2021-01-01,2022-09-30,Y,Member,637
E00227,DEP035,현장,2011-05-23,2022-10-01,2023-12-31,Y,Member,456
E00227,DEP028,본사,2011-01-13,2024-01-01,,Y,Member,767
E00228,DEP031,현장,2011-05-15,2020-10-08,2022-09-30,Y,Member,722
E00228,DEP033,현장,2011-10-13,2022-10-01,2024-04-20,Y,Member,567
E00229,DEP015,본사,2010-11-28,2024-11-03,,Y,Member,460
E00230,DEP017,본사,2011-05-18,2013-01-01,2014-09-30,Y,Member,637
E00230,DEP019,본사,2011-11-21,2014-10-01,2016-09-30,Y,Member,730
E00230,DEP018,본사,2012-02-07,2016-10-01,2018-06-30,Y,Member,637
E00230,DEP006,본사,2010-09-26,2018-07-01,2019-11-02,Y,Member,489
E00231,DEP010,본사,2010-11-08,2016-10-11,,Y,Member,3405
E00232,DEP019,본사,2011-11-21,2022-12-19,2024-12-31,Y,Member,743
E00232,DEP016,본사,2011-04-16,2025-01-01,,Y,Member,401
E00233,DEP025,본사,2011-01-22,2012-10-24,2014-09-30,Y,Member,706
E00233,DEP027,본사,2011-05-14,2014-10-01,2016-06-30,Y,Member,638
E00233,DEP007,본사,2011-04-21,2016-07-01,2023-11-23,Y,Member,2701
E00234,DEP031,현장,2011-05-15,2012-11-24,2014-03-31,Y,Member,492
E00234,DEP032,현장,2011-05-02,2014-04-01,2015-06-30,Y,Member,455
E00234,DEP035,현장,2011-05-23,2015-07-01,2025-10-27,Y,Member,3771
E00235,DEP015,본사,2010-11-28,2017-06-08,2018-09-30,Y,Member,479
E00235,DEP016,본사,2011-04-16,2018-10-01,2023-09-07,Y,Member,1802
E00235,DEP007,본사,2011-04-21,2020-10-01,2022-06-30,Y,Member,637
E00236,DEP033,현장,2011-10-13,2017-12-08,2018-12-31,Y,Member,388
E00236,DEP033,현장,2011-10-13,2019-01-01,2019-12-31,Y,Head,364
E00236,DEP035,현장,2011-05-23,2020-01-01,2021-03-31,Y,Member,455
E00236,DEP015,본사,2010-11-28,2021-04-01,2023-03-31,Y,Member,729
E00236,DEP006,본사,2010-09-26,2023-04-01,2024-12-31,Y,Member,640
E00236,DEP018,본사,2012-02-07,2025-01-01,,Y,Member,401
E00237,DEP006,본사,2010-09-26,2015-07-02,2017-06-30,Y,Member,729
E00237,DEP015,본사,2010-11-28,2017-07-01,2019-08-05,Y,Member,765
E00238,DEP020,본사,2010-10-14,2021-01-02,2021-06-30,Y,Member,179
E00239,DEP008,본사,2010-07-28,2013-04-19,2014-06-30,Y,Member,437
E00239,DEP020,본사,2010-10-14,2014-07-01,2015-12-31,Y,Member,548
E00239,DEP031,현장,2011-05-15,2016-01-01,2020-07-03,Y,Member,1645
E00240,DEP016,본사,2011-04-16,2013-03-07,2018-06-30,Y,Member,1941
E00240,DEP006,본사,2010-09-26,2015-04-01,2017-03-31,Y,Member,730
E00240,DEP017,본사,2011-05-18,2018-07-01,2025-01-17,Y,Member,2392
E00241,DEP027,본사,2011-05-14,2020-08-23,2021-12-31,Y,Member,495
E00241,DEP012,본사,2010-04-12,2022-01-01,2022-11-10,Y,Member,313
E00241,DEP012,본사,2010-04-12,2022-11-11,2023-06-30,Y,Head,231
E00241,DEP011,본사,2011-01-02,2023-07-01,,Y,Member,951
E00242,DEP028,본사,2011-01-13,2014-03-03,2015-12-31,Y,Member,668
E00242,DEP029,본사,2010-08-12,2016-01-01,2017-06-30,Y,Member,546
E00242,DEP012,본사,2010-04-12,2017-07-01,2018-09-30,Y,Member,456
E00242,DEP019,본사,2011-11-21,2018-10-01,2020-09-30,Y,Member,730
E00242,DEP006,본사,2010-09-26,2020-10-01,,Y,Member,1954
E00243,DEP027,본사,2011-05-14,2019-10-02,2021-09-30,Y,Member,729
E00243,DEP025,본사,2011-01-22,2021-10-01,,Y,Member,1589
E00244,DEP018,본사,2012-02-07,2020-07-17,2021-11-08,Y,Member,479
E00245,DEP010,본사,2010-11-08,2015-04-14,2026-02-03,Y,Member,3948
E00245,DEP010,본사,2010-11-08,2017-04-01,2017-06-30,Y,Head,90
E00246,DEP021,본사,2010-09-12,2018-08-30,,Y,Member,2717
E00247,DEP008,본사,2010-07-28,2014-05-25,2015-06-30,Y,Member,401
E00247,DEP024,본사,2011-05-07,2015-07-01,2018-08-07,Y,Member,1133
E00248,DEP026,본사,2011-05-09,2019-01-14,,Y,Member,2580
E00249,DEP006,본사,2010-09-26,2015-02-26,2016-03-31,Y,Member,399
E00249,DEP017,본사,2011-05-18,2016-04-01,2026-02-06,Y,Member,3598
E00249,DEP016,본사,2011-04-16,2018-01-01,,Y,Member,454
E00250,DEP016,본사,2011-04-16,2025-10-22,,Y,Member,107
E00251,DEP022,본사,2010-08-09,2018-07-07,2020-03-31,Y,Member,633
E00251,DEP024,본사,2011-05-07,2020-04-01,2023-03-31,Y,Member,1094
E00251,DEP017,본사,2011-05-18,2023-04-01,2024-06-07,Y,Member,433
E00252,DEP035,현장,2011-05-23,2016-03-12,2017-01-14,Y,Member,308
E00253,DEP006,본사,2010-09-26,2011-08-09,2012-09-30,Y,Head,418
E00253,DEP007,본사,2011-04-21,2012-10-01,2013-12-31,Y,Head,456
E00253,DEP017,본사,2011-05-18,2014-01-01,2015-06-30,Y,Head,545
E00253,DEP018,본사,2012-02-07,2015-07-01,,Y,Member,3873
E00254,DEP020,본사,2010-10-14,2013-02-11,2014-09-30,Y,Member,596
E00254,DEP035,현장,2011-05-23,2014-10-01,2016-06-30,Y,Member,638
E00254,DEP034,현장,2011-04-22,2016-07-01,2018-03-31,Y,Member,638
E00254,DEP031,현장,2011-05-15,2018-04-01,2019-06-30,Y,Member,455
E00254,DEP021,본사,2010-09-12,2019-07-01,2024-07-10,Y,Member,1836
E00255,DEP012,본사,2010-04-12,2019-10-02,2021-08-13,Y,Member,681
E00256,DEP034,현장,2011-04-22,2021-01-12,2025-06-30,Y,Member,1630
E00256,DEP031,현장,2011-05-15,2025-07-01,,Y,Member,220
E00257,DEP009,본사,2011-02-22,2022-08-01,2024-03-31,Y,Member,608
E00257,DEP024,본사,2011-05-07,2024-04-01,,Y,Member,676
E00258,DEP016,본사,2011-04-16,2018-07-24,2019-09-30,Y,Member,433
E00258,DEP008,본사,2010-07-28,2019-10-01,2020-12-31,Y,Member,457
E00258,DEP020,본사,2010-10-14,2021-01-01,2022-09-30,Y,Member,637
E00258,DEP031,현장,2011-05-15,2022-10-01,,Y,Member,1224
E00259,DEP006,본사,2010-09-26,2018-10-12,2020-09-30,Y,Member,719
E00259,DEP015,본사,2010-11-28,2020-10-01,2026-02-06,Y,Member,1954
E00259,DEP019,본사,2011-11-21,2024-01-01,,Y,Member,730
E00260,DEP018,본사,2012-02-07,2018-06-14,2023-03-12,Y,Member,1732
E00260,DEP016,본사,2011-04-16,2020-01-01,2021-06-30,Y,Member,546
E00261,DEP025,본사,2011-01-22,2022-04-24,2024-03-31,Y,Member,707
E00261,DEP027,본사,2011-05-14,2024-04-01,,Y,Member,676
E00262,DEP009,본사,2011-02-22,2011-07-22,2013-04-22,Y,Head,640
E00262,DEP009,본사,2011-02-22,2013-04-23,,Y,Member,4672
E00263,DEP024,본사,2011-05-07,2012-06-02,2013-03-03,Y,Head,274
E00263,DEP024,본사,2011-05-07,2013-03-04,2013-09-30,Y,Member,210
E00263,DEP007,본사,2011-04-21,2013-10-01,2015-09-30,Y,Member,729
E00263,DEP016,본사,2011-04-16,2015-10-01,2017-06-30,Y,Member,638
E00263,DEP030,본사,2010-06-18,2017-07-01,2019-06-30,Y,Member,729
E00263,DEP030,본사,2010-06-18,2019-04-01,2019-04-16,Y,Head,15
E00263,DEP012,본사,2010-04-12,2019-07-01,2024-09-04,Y,Member,1892
E00264,DEP019,본사,2011-11-21,2018-04-10,2020-03-31,Y,Member,721
E00264,DEP010,본사,2010-11-08,2020-04-01,2022-03-31,Y,Member,729
E00264,DEP026,본사,2011-05-09,2022-04-01,2023-09-30,Y,Member,547
E00264,DEP025,본사,2011-01-22,2023-10-01,2024-05-17,Y,Member,229
E00265,DEP023,본사,2011-12-15,2017-12-09,2018-12-31,Y,Member,387
E00265,DEP020,본사,2010-10-14,2019-01-01,2020-03-31,Y,Member,455
E00265,DEP022,본사,2010-08-09,2020-04-01,,Y,Member,2137
E00266,DEP016,본사,2011-04-16,2018-09-26,2019-12-31,Y,Member,461
E00266,DEP026,본사,2011-05-09,2020-01-01,2021-03-31,Y,Member,455
E00266,DEP027,본사,2011-05-14,2021-04-01,2022-12-31,Y,Member,639
E00266,DEP012,본사,2010-04-12,2023-01-01,2024-07-16,Y,Member,562
E00266,DEP012,본사,2010-04-12,2023-07-01,,Y,Head,951
E00267,DEP031,현장,2011-05-15,2025-07-04,,Y,Member,217
E00268,DEP024,본사,2011-05-07,2015-04-07,2016-09-30,Y,Member,542
E00268,DEP024,본사,2011-05-07,2015-10-01,2016-08-29,Y,Head,333
E00268,DEP015,본사,2010-11-28,2016-10-01,2019-11-13,Y,Member,1138
E00269,DEP018,본사,2012-02-07,2017-07-28,2018-09-06,Y,Member,405
E00270,DEP026,본사,2011-05-09,2023-03-01,2025-03-31,Y,Member,761
E00270,DEP011,본사,2011-01-02,2025-04-01,,Y,Member,311
E00271,DEP021,본사,2010-09-12,2025-03-19,,Y,Member,324
E00272,DEP032,현장,2011-05-02,2020-09-29,2022-06-30,Y,Member,639
E00272,DEP034,현장,2011-04-22,2022-07-01,2025-12-31,Y,Member,1279
E00272,DEP014,현장,2010-12-28,2026-01-01,,Y,Member,36
E00273,DEP018,본사,2012-02-07,2024-07-26,2025-12-31,Y,Member,523
E00273,DEP016,본사,2011-04-16,2026-01-01,,Y,Member,36
E00274,DEP009,본사,2011-02-22,2017-05-14,2018-06-30,Y,Member,412
E00274,DEP021,본사,2010-09-12,2018-07-01,2026-02-06,Y,Member,2777
E00274,DEP020,본사,2010-10-14,2020-07-01,,Y,Member,548
E00275,DEP029,본사,2010-08-12,2024-08-27,,Y,Member,528
E00276,DEP024,본사,2011-05-07,2025-12-07,,Y,Member,61
E00277,DEP034,현장,2011-04-22,2024-08-31,2026-01-27,Y,Member,514
E00277,DEP034,현장,2011-04-22,2026-01-28,,Y,Head,9
E00278,DEP012,본사,2010-04-12,2012-02-06,2013-06-30,Y,Member,510
E00278,DEP027,본사,2011-05-14,2013-07-01,2015-06-30,Y,Head,729
E00278,DEP030,본사,2010-06-18,2015-07-01,2017-06-30,Y,Member,730
E00278,DEP027,본사,2011-05-14,2017-07-01,2020-01-07,Y,Member,920
E00279,DEP018,본사,2012-02-07,2020-12-01,2022-06-30,Y,Member,576
E00279,DEP033,현장,2011-10-13,2022-07-01,2023-09-30,Y,Member,456
E00279,DEP013,현장,2010-09-29,2023-10-01,,Y,Member,859
E00280,DEP016,본사,2011-04-16,2011-09-05,2013-03-31,Y,Head,573
E00280,DEP007,본사,2011-04-21,2013-04-01,2013-12-31,Y,Member,274
E00280,DEP007,본사,2011-04-21,2014-01-01,2015-03-31,Y,Head,454
E00280,DEP019,본사,2011-11-21,2015-04-01,2016-06-30,Y,Head,456
E00280,DEP019,본사,2011-11-21,2016-07-01,2016-09-19,Y,Member,80
E00281,DEP008,본사,2010-07-28,2016-03-04,2017-06-30,Y,Member,483
E00281,DEP009,본사,2011-02-22,2017-07-01,2018-12-31,Y,Member,548
E00281,DEP023,본사,2011-12-15,2019-01-01,2020-12-31,Y,Member,730
E00281,DEP020,본사,2010-10-14,2021-01-01,,Y,Member,1862
E00282,DEP015,본사,2010-11-28,2013-04-16,2014-12-31,Y,Member,624
E00282,DEP028,본사,2011-01-13,2015-01-01,2016-03-31,Y,Member,455
E00282,DEP028,본사,2011-01-13,2016-04-01,2016-06-30,Y,Head,90
E00282,DEP027,본사,2011-05-14,2016-07-01,2018-02-25,Y,Member,604
E00283,DEP016,본사,2011-04-16,2022-05-16,2023-12-31,Y,Member,594
E00283,DEP008,본사,2010-07-28,2024-01-01,2025-06-30,Y,Member,546
E00283,DEP009,본사,2011-02-22,2025-07-01,,Y,Member,220
E00284,DEP018,본사,2012-02-07,2020-09-08,2024-06-26,Y,Member,1387
E00285,DEP030,본사,2010-06-18,2012-09-21,2014-03-31,Y,Head,556
E00285,DEP025,본사,2011-01-22,2014-04-01,2014-06-30,Y,Head,90
E00285,DEP025,본사,2011-01-22,2014-07-01,2020-03-31,Y,Member,2100
E00285,DEP011,본사,2011-01-02,2016-04-01,2017-09-30,Y,Member,547
E00285,DEP029,본사,2010-08-12,2017-10-01,2019-03-31,Y,Member,546
E00285,DEP029,본사,2010-08-12,2018-01-01,2018-03-31,Y,Head,89
E00286,DEP011,본사,2011-01-02,2019-12-15,2021-12-31,Y,Member,747
E00286,DEP026,본사,2011-05-09,2022-01-01,2023-10-01,Y,Member,638
E00287,DEP033,현장,2011-10-13,2014-05-02,2016-03-31,Y,Head,699
E00287,DEP030,본사,2010-06-18,2016-04-01,2017-12-31,Y,Head,639
E00287,DEP026,본사,2011-05-09,2018-01-01,2019-12-31,Y,Head,729
E00287,DEP028,본사,2011-01-13,2020-01-01,2022-07-03,Y,Head,914
E00288,DEP008,본사,2010-07-28,2017-10-17,2019-09-30,Y,Member,713
E00288,DEP009,본사,2011-02-22,2019-10-01,2021-03-01,Y,Member,517
E00289,DEP014,현장,2010-12-28,2024-03-10,,Y,Member,698
E00290,DEP021,본사,2010-09-12,2016-08-16,2018-03-31,Y,Member,592
