EMP_ID,DATE,LEAVE_TYPE_ID,LEAVE_LENGTH
E00365,2020-12-25,LT004,0.5
E00691,2020-12-25,LT003,1.0
E00843,2020-12-25,LT001,1.0
E00621,2020-12-25,LT001,0.5
E00929,2020-12-25,LT001,1.0
E00492,2020-12-25,LT001,1.0
E00949,2020-12-25,LT001,0.5
E00623,2020-12-25,LT001,1.0
E00655,2020-12-25,LT001,0.5
E00302,2020-12-25,LT001,1.0
E00709,2020-12-25,LT003,1.0
E00491,2020-12-25,LT001,0.5
E00272,2020-12-25,LT001,1.0
E00933,2020-12-25,LT001,1.0
E00574,2020-12-25,LT001,1.0
E00147,2020-12-25,LT003,1.0
E00645,2020-12-25,LT001,0.5
E00890,2020-12-25,LT001,1.0
E00720,2020-12-25,LT001,1.0
E00724,2020-12-25,LT001,1.0
E00522,2020-12-25,LT001,1.0
E00901,2020-12-25,LT001,0.5
E00735,2020-12-25,LT001,1.0
E00008,2020-12-25,LT001,1.0
E00888,2020-12-25,LT003,0.5
E00068,2020-12-25,LT001,1.0
E00839,2020-12-25,LT003,1.0
E00841,2020-12-25,LT001,1.0
E00749,2020-12-25,LT001,1.0
E00251,2020-12-25,LT001,1.0
E00244,2020-12-25,LT001,1.0
E00579,2020-12-25,LT003,1.0
E00806,2020-12-25,LT001,1.0
E00566,2020-12-25,LT001,1.0
E00725,2020-12-26,LT001,1.0
E00132,2020-12-26,LT001,1.0
E00734,2020-12-26,LT001,1.0
E00841,2020-12-26,LT001,1.0
E00566,2020-12-26,LT003,1.0
E00347,2020-12-26,LT001,1.0
E00196,2020-12-26,LT001,1.0
E00123,2020-12-26,LT001,1.0
E00315,2020-12-26,LT001,1.0
E00197,2020-12-26,LT001,1.0
E00492,2020-12-26,LT001,1.0
E00778,2020-12-26,LT001,1.0
E00786,2020-12-26,LT003,1.0
E00814,2020-12-27,LT003,1.0
E00638,2020-12-27,LT001,1.0
E00800,2020-12-27,LT004,1.0
E00723,2020-12-27,LT004,1.0
E00610,2020-12-27,LT003,1.0
E00158,2020-12-27,LT001,1.0
E00082,2020-12-27,LT001,1.0
E00985,2020-12-27,LT001,1.0
E00382,2020-12-27,LT003,1.0
E00812,2020-12-28,LT001,1.0
E00940,2020-12-28,LT001,1.0
E00933,2020-12-28,LT001,1.0
E00621,2020-12-28,LT001,1.0
E00095,2020-12-28,LT001,1.0
E00203,2020-12-28,LT001,1.0
E00176,2020-12-28,LT001,1.0
E00845,2020-12-28,LT001,1.0
E00688,2020-12-28,LT001,1.0
E00893,2020-12-28,LT001,1.0
E00534,2020-12-28,LT001,1.0
E00245,2020-12-28,LT001,1.0
E00002,2020-12-28,LT001,1.0
E00731,2020-12-28,LT001,1.0
E00587,2020-12-28,LT002,1.0
E00632,2020-12-28,LT001,1.0
E00314,2020-12-28,LT001,1.0
E00720,2020-12-28,LT003,0.5
E00313,2020-12-28,LT001,0.5
E00114,2020-12-28,LT001,1.0
E00060,2020-12-28,LT004,1.0
E00700,2020-12-28,LT001,1.0
E00005,2020-12-28,LT001,1.0
E00391,2020-12-28,LT001,1.0
E00306,2020-12-28,LT003,1.0
E00650,2020-12-28,LT003,1.0
E00436,2020-12-28,LT004,1.0
E00806,2020-12-28,LT001,1.0
E00655,2020-12-28,LT003,1.0
E00551,2020-12-28,LT001,1.0
E00242,2020-12-28,LT004,1.0
E00949,2020-12-28,LT001,1.0
E00439,2020-12-28,LT001,1.0
E00140,2020-12-28,LT001,1.0
E00246,2020-12-28,LT001,1.0
E00866,2020-12-28,LT004,1.0
E00526,2020-12-28,LT001,1.0
E00141,2020-12-28,LT003,1.0
E00008,2020-12-28,LT001,1.0
E00463,2020-12-28,LT001,0.5
E00279,2020-12-28,LT003,0.5
E00899,2020-12-28,LT001,1.0
E00724,2020-12-28,LT001,1.0
E00284,2020-12-28,LT001,1.0
E00521,2020-12-28,LT003,0.5
E00365,2020-12-28,LT001,1.0
E00929,2020-12-28,LT001,0.5
E00039,2020-12-28,LT001,1.0
E00508,2020-12-28,LT001,1.0
E00070,2020-12-28,LT001,1.0
E00511,2020-12-28,LT001,0.5
E00114,2020-12-29,LT001,1.0
E00015,2020-12-29,LT001,1.0
E00446,2020-12-29,LT001,1.0
E00829,2020-12-29,LT001,1.0
E00220,2020-12-29,LT001,1.0
E00415,2020-12-29,LT001,1.0
E00855,2020-12-29,LT001,1.0
E00279,2020-12-29,LT001,1.0
E00655,2020-12-29,LT001,1.0
E00391,2020-12-29,LT001,0.5
E00008,2020-12-29,LT001,1.0
E00949,2020-12-29,LT001,1.0
E00882,2020-12-29,LT001,1.0
E00890,2020-12-29,LT004,1.0
E00421,2020-12-29,LT003,1.0
E00758,2020-12-29,LT001,1.0
E00060,2020-12-29,LT001,0.5
E00042,2020-12-29,LT001,1.0
E00784,2020-12-29,LT001,1.0
E00081,2020-12-29,LT003,1.0
E00552,2020-12-29,LT001,1.0
E00241,2020-12-29,LT001,1.0
E00240,2020-12-29,LT004,0.5
E00832,2020-12-29,LT001,1.0
E00412,2020-12-29,LT004,1.0
E00645,2020-12-29,LT001,1.0
E00177,2020-12-29,LT003,1.0
E00667,2020-12-29,LT001,1.0
E00824,2020-12-29,LT004,1.0
E00119,2020-12-29,LT004,1.0
E00314,2020-12-29,LT001,1.0
E00609,2020-12-29,LT001,1.0
E00127,2020-12-29,LT004,1.0
E00362,2020-12-29,LT001,1.0
E00787,2020-12-29,LT004,1.0
E00168,2020-12-29,LT003,0.5
E00869,2020-12-29,LT001,0.5
E00662,2020-12-29,LT003,1.0
E00676,2020-12-29,LT001,1.0
E00189,2020-12-29,LT001,1.0
E00806,2020-12-29,LT001,1.0
E00313,2020-12-29,LT001,1.0
E00761,2020-12-29,LT001,1.0
E00913,2020-12-29,LT001,1.0
E00621,2020-12-29,LT001,1.0
E00262,2020-12-29,LT001,0.5
E00526,2020-12-29,LT004,0.5
E00826,2020-12-29,LT001,1.0
E00140,2020-12-29,LT001,1.0
E00907,2020-12-30,LT003,1.0
E00685,2020-12-30,LT001,1.0
E00308,2020-12-30,LT001,1.0
E00127,2020-12-30,LT001,1.0
E00218,2020-12-30,LT001,1.0
E00001,2020-12-30,LT003,0.5
E00806,2020-12-30,LT001,1.0
E00870,2020-12-30,LT001,1.0
E00717,2020-12-30,LT003,1.0
E00314,2020-12-30,LT001,1.0
E00501,2020-12-30,LT001,1.0
E00225,2020-12-30,LT001,0.5
E00908,2020-12-30,LT001,1.0
E00057,2020-12-30,LT001,1.0
E00140,2020-12-30,LT001,1.0
E00365,2020-12-30,LT001,1.0
E00515,2020-12-30,LT001,1.0
E00223,2020-12-30,LT001,0.5
E00235,2020-12-30,LT001,1.0
E00023,2020-12-30,LT003,0.5
E00453,2020-12-30,LT001,1.0
E00688,2020-12-30,LT001,1.0
E00451,2020-12-30,LT001,1.0
E00382,2020-12-30,LT001,1.0
E00655,2020-12-30,LT001,1.0
E00900,2020-12-30,LT003,1.0
E00245,2020-12-30,LT003,1.0
E00353,2020-12-30,LT001,1.0
E00923,2020-12-30,LT001,1.0
E00588,2020-12-30,LT001,1.0
E00315,2020-12-30,LT001,1.0
E00279,2020-12-30,LT001,1.0
E00813,2020-12-30,LT001,1.0
E00050,2020-12-30,LT001,1.0
E00621,2020-12-30,LT001,1.0
E00141,2020-12-30,LT001,1.0
E00505,2020-12-30,LT001,1.0
E00890,2020-12-30,LT004,1.0
E00452,2020-12-30,LT003,1.0
E00008,2020-12-30,LT001,1.0
E00840,2020-12-30,LT004,1.0
E00952,2020-12-30,LT001,1.0
E00722,2020-12-30,LT001,1.0
E00857,2020-12-30,LT001,1.0
E00949,2020-12-30,LT001,1.0
E00315,2020-12-31,LT001,1.0
E00342,2020-12-31,LT001,1.0
E00092,2020-12-31,LT001,1.0
E00158,2020-12-31,LT001,1.0
E00608,2020-12-31,LT001,0.5
E00211,2020-12-31,LT001,1.0
E00314,2020-12-31,LT001,1.0
E00492,2020-12-31,LT001,1.0
E00153,2020-12-31,LT001,1.0
E00798,2020-12-31,LT004,1.0
E00865,2020-12-31,LT001,1.0
E00627,2020-12-31,LT001,0.5
E00641,2020-12-31,LT001,1.0
E00960,2020-12-31,LT001,1.0
E00455,2020-12-31,LT004,0.5
E00203,2020-12-31,LT001,0.5
E00140,2020-12-31,LT001,1.0
E00806,2020-12-31,LT001,1.0
E00174,2020-12-31,LT001,1.0
E00934,2020-12-31,LT001,1.0
E00648,2020-12-31,LT001,1.0
E00526,2020-12-31,LT001,1.0
E00838,2020-12-31,LT002,1.0
E00248,2020-12-31,LT001,1.0
E00621,2020-12-31,LT001,1.0
E00937,2020-12-31,LT004,1.0
E00868,2020-12-31,LT001,0.5
E00824,2020-12-31,LT002,1.0
E00440,2020-12-31,LT003,0.5
E00220,2020-12-31,LT001,1.0
E00193,2020-12-31,LT001,1.0
E00949,2020-12-31,LT003,1.0
E00197,2020-12-31,LT001,1.0
E00365,2020-12-31,LT001,1.0
E00551,2020-12-31,LT001,1.0
E00008,2020-12-31,LT001,1.0
E00223,2020-12-31,LT001,1.0
E00483,2020-12-31,LT001,0.5
E00068,2020-12-31,LT004,1.0
E00645,2020-12-31,LT001,1.0
E00588,2020-12-31,LT001,0.5
E00831,2020-12-31,LT001,1.0
E01000,2020-12-31,LT001,1.0
E00846,2021-01-01,LT001,1.0
E00372,2021-01-01,LT001,0.5
E00021,2021-01-01,LT003,1.0
E00331,2021-01-01,LT001,1.0
E00784,2021-01-01,LT001,1.0
E00356,2021-01-01,LT001,0.5
E00797,2021-01-01,LT004,1.0
E00365,2021-01-01,LT003,0.5
E00005,2021-01-01,LT001,1.0
E00001,2021-01-01,LT001,1.0
E00203,2021-01-01,LT001,1.0
E00272,2021-01-01,LT001,1.0
E00908,2021-01-01,LT001,1.0
E00507,2021-01-01,LT003,1.0
E00609,2021-01-01,LT001,1.0
E00030,2021-01-01,LT001,1.0
E00802,2021-01-01,LT003,0.5
E00499,2021-01-01,LT003,1.0
E00449,2021-01-01,LT001,1.0
E00734,2021-01-01,LT001,1.0
E00756,2021-01-01,LT004,1.0
E00775,2021-01-01,LT001,1.0
E00100,2021-01-01,LT001,1.0
E00612,2021-01-01,LT001,1.0
E00658,2021-01-01,LT004,1.0
E00479,2021-01-01,LT001,1.0
E00168,2021-01-01,LT004,1.0
E00227,2021-01-01,LT001,1.0
E00455,2021-01-01,LT001,1.0
E00858,2021-01-01,LT001,1.0
E00281,2021-01-01,LT001,1.0
E00035,2021-01-01,LT001,1.0
E00040,2021-01-01,LT001,0.5
E00929,2021-01-01,LT001,1.0
E00259,2021-01-01,LT004,0.5
E00832,2021-01-01,LT001,0.5
E00666,2021-01-01,LT002,1.0
E00064,2021-01-01,LT001,1.0
E00722,2021-01-01,LT001,1.0
E00312,2021-01-01,LT001,0.5
E00408,2021-01-01,LT001,1.0
E00231,2021-01-01,LT001,1.0
E00196,2021-01-01,LT001,1.0
E00870,2021-01-01,LT001,1.0
E00588,2021-01-01,LT002,1.0
E00541,2021-01-01,LT001,1.0
E00515,2021-01-01,LT001,1.0
E00830,2021-01-01,LT004,1.0
E00420,2021-01-01,LT001,1.0
E00253,2021-01-01,LT001,1.0
E00426,2021-01-01,LT001,1.0
E00868,2021-01-01,LT001,1.0
E00900,2021-01-01,LT001,1.0
E00831,2021-01-01,LT001,1.0
E00215,2021-01-01,LT001,1.0
E00897,2021-01-01,LT001,0.5
E00204,2021-01-01,LT001,1.0
E00533,2021-01-02,LT001,1.0
E00718,2021-01-02,LT001,1.0
E00839,2021-01-02,LT001,1.0
E00508,2021-01-02,LT001,1.0
E00558,2021-01-02,LT001,1.0
E00196,2021-01-02,LT001,1.0
E00406,2021-01-02,LT001,1.0
E00200,2021-01-02,LT001,1.0
E00624,2021-01-02,LT004,1.0
E00426,2021-01-02,LT001,1.0
E00585,2021-01-03,LT001,1.0
E00816,2021-01-03,LT001,1.0
E00196,2021-01-03,LT001,1.0
E00198,2021-01-03,LT004,1.0
E00903,2021-01-03,LT001,1.0
E00426,2021-01-03,LT001,1.0
E00236,2021-01-03,LT001,1.0
E00531,2021-01-04,LT003,1.0
E00421,2021-01-04,LT001,1.0
E00660,2021-01-04,LT001,1.0
E00174,2021-01-04,LT001,1.0
E00308,2021-01-04,LT001,1.0
E00284,2021-01-04,LT001,1.0
E00196,2021-01-04,LT001,1.0
E00900,2021-01-04,LT001,0.5
E00812,2021-01-04,LT001,1.0
E00745,2021-01-04,LT001,0.5
E00005,2021-01-04,LT001,1.0
E00238,2021-01-04,LT001,1.0
E00231,2021-01-04,LT004,1.0
E00408,2021-01-04,LT001,0.5
E00406,2021-01-04,LT001,1.0
E00537,2021-01-04,LT004,1.0
E00840,2021-01-04,LT001,1.0
E00008,2021-01-04,LT001,0.5
E00461,2021-01-04,LT001,1.0
E00334,2021-01-04,LT001,1.0
E00033,2021-01-04,LT001,1.0
E00121,2021-01-04,LT001,1.0
E00616,2021-01-04,LT001,0.5
E00612,2021-01-04,LT001,1.0
E00288,2021-01-04,LT001,1.0
E00373,2021-01-04,LT001,1.0
E00032,2021-01-04,LT001,1.0
E00802,2021-01-04,LT001,1.0
E00499,2021-01-04,LT004,1.0
E00901,2021-01-04,LT004,1.0
E00443,2021-01-04,LT003,1.0
E00384,2021-01-04,LT001,0.5
E00153,2021-01-04,LT001,0.5
E00439,2021-01-04,LT003,1.0
E00850,2021-01-04,LT001,1.0
E00509,2021-01-04,LT001,0.5
E00692,2021-01-04,LT001,1.0
E00426,2021-01-04,LT001,1.0
E00382,2021-01-04,LT001,1.0
E00829,2021-01-04,LT001,1.0
E00092,2021-01-05,LT001,0.5
E00176,2021-01-05,LT001,1.0
E00673,2021-01-05,LT001,1.0
E00153,2021-01-05,LT001,1.0
E00658,2021-01-05,LT003,1.0
E00826,2021-01-05,LT001,1.0
E00900,2021-01-05,LT001,1.0
E00868,2021-01-05,LT001,1.0
E00564,2021-01-05,LT002,1.0
E00388,2021-01-05,LT003,1.0
E00790,2021-01-05,LT001,1.0
E00365,2021-01-05,LT001,1.0
E00509,2021-01-05,LT003,1.0
E00576,2021-01-05,LT001,1.0
E00878,2021-01-05,LT001,0.5
E00141,2021-01-05,LT003,1.0
E00408,2021-01-05,LT001,1.0
E00870,2021-01-05,LT001,1.0
E00373,2021-01-05,LT001,1.0
E00588,2021-01-05,LT001,1.0
E00314,2021-01-05,LT003,1.0
E00402,2021-01-05,LT003,1.0
E00391,2021-01-05,LT001,1.0
E00381,2021-01-05,LT001,1.0
E00001,2021-01-05,LT001,0.5
E00449,2021-01-05,LT001,1.0
E00236,2021-01-05,LT002,1.0
E00291,2021-01-05,LT001,1.0
E00970,2021-01-05,LT001,1.0
E00556,2021-01-05,LT001,1.0
E00541,2021-01-05,LT001,1.0
E00005,2021-01-05,LT001,1.0
E00245,2021-01-05,LT001,0.5
E00846,2021-01-05,LT001,1.0
E00426,2021-01-05,LT001,1.0
E00802,2021-01-05,LT001,1.0
E00746,2021-01-05,LT001,1.0
E00183,2021-01-05,LT001,1.0
E00301,2021-01-05,LT001,1.0
E00238,2021-01-05,LT001,1.0
E00033,2021-01-06,LT001,0.5
E00662,2021-01-06,LT003,1.0
E00314,2021-01-06,LT001,1.0
E00401,2021-01-06,LT001,1.0
E00427,2021-01-06,LT002,1.0
E00313,2021-01-06,LT001,1.0
E00900,2021-01-06,LT001,1.0
E00426,2021-01-06,LT001,1.0
E00585,2021-01-06,LT001,1.0
E00442,2021-01-06,LT001,1.0
E00312,2021-01-06,LT002,1.0
E00024,2021-01-06,LT001,1.0
E00158,2021-01-06,LT001,1.0
E00443,2021-01-06,LT001,1.0
E00227,2021-01-06,LT001,1.0
E00308,2021-01-06,LT004,0.5
E00287,2021-01-06,LT004,1.0
E00830,2021-01-06,LT001,0.5
E00907,2021-01-06,LT001,0.5
E00802,2021-01-06,LT001,1.0
E00835,2021-01-06,LT001,1.0
E00114,2021-01-06,LT003,1.0
E00799,2021-01-06,LT001,0.5
E00839,2021-01-06,LT001,1.0
E00743,2021-01-06,LT004,1.0
E00248,2021-01-06,LT001,1.0
E00408,2021-01-06,LT001,0.5
E00844,2021-01-06,LT001,1.0
E00168,2021-01-06,LT001,1.0
E00333,2021-01-06,LT001,1.0
E00141,2021-01-06,LT001,1.0
E00621,2021-01-06,LT001,1.0
E00368,2021-01-06,LT001,1.0
E00039,2021-01-06,LT004,1.0
E00761,2021-01-06,LT002,1.0
E00265,2021-01-06,LT001,0.5
E00486,2021-01-06,LT001,1.0
E00459,2021-01-06,LT004,1.0
E00196,2021-01-06,LT001,1.0
E00632,2021-01-06,LT001,0.5
E00005,2021-01-06,LT001,0.5
E00189,2021-01-06,LT001,1.0
E00117,2021-01-06,LT001,1.0
E00845,2021-01-06,LT001,1.0
E00372,2021-01-06,LT001,1.0
E00455,2021-01-06,LT001,1.0
E00954,2021-01-06,LT003,1.0
E00373,2021-01-06,LT001,1.0
E00610,2021-01-06,LT003,1.0
E00374,2021-01-06,LT001,0.5
E00612,2021-01-06,LT001,1.0
E00208,2021-01-07,LT001,1.0
E00978,2021-01-07,LT001,1.0
E00976,2021-01-07,LT001,0.5
E00679,2021-01-07,LT001,1.0
E00799,2021-01-07,LT001,0.5
E00794,2021-01-07,LT002,1.0
E00830,2021-01-07,LT002,1.0
E00700,2021-01-07,LT004,1.0
E00478,2021-01-07,LT001,1.0
E00128,2021-01-07,LT003,1.0
E00466,2021-01-07,LT001,1.0
E00684,2021-01-07,LT001,1.0
E00005,2021-01-07,LT001,1.0
E00396,2021-01-07,LT001,0.5
E00190,2021-01-07,LT001,1.0
E00426,2021-01-07,LT001,1.0
E00081,2021-01-07,LT003,0.5
E00254,2021-01-07,LT001,1.0
E00932,2021-01-07,LT001,1.0
E00900,2021-01-07,LT001,1.0
E00211,2021-01-07,LT001,1.0
E00166,2021-01-07,LT001,1.0
E00342,2021-01-07,LT003,1.0
E00312,2021-01-07,LT001,1.0
E00854,2021-01-07,LT001,1.0
E00023,2021-01-07,LT004,1.0
E00508,2021-01-07,LT003,1.0
E00266,2021-01-07,LT001,1.0
E00977,2021-01-07,LT001,0.5
E00658,2021-01-07,LT001,1.0
E00455,2021-01-07,LT001,1.0
E00408,2021-01-07,LT001,1.0
E00612,2021-01-07,LT001,1.0
E00365,2021-01-07,LT001,1.0
E00363,2021-01-07,LT003,1.0
E00127,2021-01-07,LT001,1.0
E00196,2021-01-07,LT001,1.0
E00140,2021-01-07,LT001,1.0
E00092,2021-01-07,LT004,1.0
E00033,2021-01-07,LT001,1.0
E00500,2021-01-07,LT001,1.0
E00721,2021-01-07,LT003,1.0
E00730,2021-01-07,LT001,0.5
E00802,2021-01-07,LT001,1.0
E00743,2021-01-07,LT001,1.0
E00880,2021-01-07,LT001,1.0
E00681,2021-01-08,LT001,0.5
E00255,2021-01-08,LT003,0.5
E00802,2021-01-08,LT004,1.0
E00132,2021-01-08,LT001,1.0
E00035,2021-01-08,LT001,1.0
E00128,2021-01-08,LT004,0.5
E00033,2021-01-08,LT001,1.0
E00461,2021-01-08,LT001,0.5
E00515,2021-01-08,LT001,1.0
E00566,2021-01-08,LT001,1.0
E00780,2021-01-08,LT001,1.0
E00408,2021-01-08,LT001,1.0
E00962,2021-01-08,LT001,1.0
E00253,2021-01-08,LT001,0.5
E00596,2021-01-08,LT001,0.5
E00218,2021-01-08,LT001,1.0
E00600,2021-01-08,LT001,1.0
E00554,2021-01-08,LT004,1.0
E00242,2021-01-08,LT001,0.5
E00381,2021-01-08,LT001,1.0
E00211,2021-01-08,LT001,1.0
E00612,2021-01-08,LT001,1.0
E00013,2021-01-08,LT001,1.0
E00426,2021-01-08,LT001,1.0
E00153,2021-01-08,LT001,1.0
E00897,2021-01-08,LT001,1.0
E00196,2021-01-08,LT001,1.0
E00076,2021-01-08,LT001,1.0
E00005,2021-01-08,LT001,1.0
E00305,2021-01-08,LT001,1.0
E00721,2021-01-08,LT001,0.5
E00092,2021-01-08,LT001,1.0
E00569,2021-01-08,LT001,1.0
E00814,2021-01-09,LT003,1.0
E00196,2021-01-09,LT001,1.0
E00347,2021-01-09,LT001,1.0
E00429,2021-01-09,LT001,1.0
E00426,2021-01-09,LT003,1.0
E00940,2021-01-09,LT004,1.0
E00688,2021-01-09,LT001,1.0
E00841,2021-01-10,LT001,1.0
E00123,2021-01-10,LT001,1.0
E00729,2021-01-10,LT002,1.0
E00426,2021-01-10,LT001,1.0
E00196,2021-01-10,LT001,1.0
E00360,2021-01-10,LT001,1.0
E00171,2021-01-10,LT001,1.0
E00558,2021-01-10,LT002,1.0
E00725,2021-01-10,LT004,1.0
E00408,2021-01-11,LT001,1.0
E00305,2021-01-11,LT001,1.0
E00005,2021-01-11,LT001,1.0
E00825,2021-01-11,LT001,1.0
E00962,2021-01-11,LT003,1.0
E00426,2021-01-11,LT001,1.0
E00949,2021-01-11,LT001,1.0
E00008,2021-01-11,LT001,1.0
E00128,2021-01-11,LT001,1.0
E00298,2021-01-11,LT004,1.0
E00772,2021-01-11,LT001,1.0
E00112,2021-01-11,LT001,1.0
E00986,2021-01-11,LT001,1.0
E00402,2021-01-11,LT004,1.0
E00979,2021-01-11,LT001,1.0
E00691,2021-01-11,LT001,1.0
E00977,2021-01-11,LT001,1.0
E00296,2021-01-11,LT001,0.5
E00286,2021-01-11,LT001,0.5
E00422,2021-01-11,LT001,1.0
E00033,2021-01-11,LT003,1.0
E00449,2021-01-11,LT001,1.0
E00720,2021-01-11,LT001,0.5
E00511,2021-01-11,LT001,1.0
E00264,2021-01-11,LT001,1.0
E00501,2021-01-11,LT001,1.0
E00735,2021-01-11,LT001,1.0
E00531,2021-01-11,LT001,1.0
E00251,2021-01-11,LT001,0.5
E00196,2021-01-11,LT001,1.0
E00897,2021-01-11,LT001,1.0
E00197,2021-01-11,LT001,1.0
E00806,2021-01-11,LT001,1.0
E00622,2021-01-11,LT003,1.0
E00900,2021-01-11,LT004,1.0
E00813,2021-01-11,LT001,1.0
E00612,2021-01-11,LT001,1.0
E00171,2021-01-11,LT001,1.0
E00904,2021-01-11,LT001,0.5
E00041,2021-01-11,LT001,1.0
E00522,2021-01-11,LT001,1.0
E00594,2021-01-11,LT001,0.5
E00663,2021-01-11,LT001,1.0
E00756,2021-01-11,LT001,1.0
E00841,2021-01-11,LT001,1.0
E00802,2021-01-11,LT004,1.0
E00486,2021-01-11,LT001,0.5
E00242,2021-01-11,LT004,1.0
E00572,2021-01-11,LT001,0.5
E00612,2021-01-12,LT001,1.0
E00408,2021-01-12,LT001,1.0
E00658,2021-01-12,LT001,1.0
E00701,2021-01-12,LT003,1.0
E00786,2021-01-12,LT003,1.0
E00436,2021-01-12,LT001,1.0
E00253,2021-01-12,LT001,1.0
E00954,2021-01-12,LT001,0.5
E00899,2021-01-12,LT001,1.0
E00749,2021-01-12,LT001,1.0
E00238,2021-01-12,LT001,1.0
E00020,2021-01-12,LT003,1.0
E00799,2021-01-12,LT004,1.0
E00579,2021-01-12,LT003,1.0
E00736,2021-01-12,LT001,1.0
E00541,2021-01-12,LT004,1.0
E00691,2021-01-12,LT001,1.0
E00426,2021-01-12,LT001,1.0
E00246,2021-01-12,LT001,1.0
E00070,2021-01-12,LT001,1.0
E00684,2021-01-12,LT001,0.5
E00030,2021-01-12,LT002,1.0
E00231,2021-01-12,LT001,0.5
E00919,2021-01-12,LT001,1.0
E00005,2021-01-12,LT001,1.0
E00033,2021-01-12,LT001,1.0
E00355,2021-01-12,LT001,1.0
E00726,2021-01-12,LT003,1.0
E00039,2021-01-12,LT003,1.0
E00288,2021-01-12,LT001,1.0
E00079,2021-01-12,LT001,1.0
E00627,2021-01-12,LT001,1.0
E00986,2021-01-12,LT001,1.0
E00515,2021-01-12,LT003,1.0
E00802,2021-01-12,LT003,1.0
E00453,2021-01-12,LT001,0.5
E00985,2021-01-12,LT001,1.0
E00648,2021-01-12,LT001,1.0
E00731,2021-01-12,LT001,1.0
E00293,2021-01-12,LT003,1.0
E00083,2021-01-12,LT001,0.5
E00732,2021-01-12,LT004,1.0
E00937,2021-01-12,LT004,1.0
E00109,2021-01-12,LT003,1.0
E00479,2021-01-12,LT001,1.0
E00856,2021-01-12,LT001,0.5
E00048,2021-01-12,LT001,1.0
E00978,2021-01-12,LT001,1.0
E00408,2021-01-13,LT001,1.0
E00572,2021-01-13,LT001,1.0
E00822,2021-01-13,LT001,1.0
E00228,2021-01-13,LT001,1.0
E00639,2021-01-13,LT001,1.0
E00646,2021-01-13,LT001,1.0
E00736,2021-01-13,LT001,1.0
E00005,2021-01-13,LT001,1.0
E00612,2021-01-13,LT001,1.0
E00313,2021-01-13,LT001,1.0
E00787,2021-01-13,LT001,1.0
E00658,2021-01-13,LT001,0.5
E00384,2021-01-13,LT001,1.0
E00972,2021-01-13,LT001,1.0
E00155,2021-01-13,LT001,1.0
E00335,2021-01-13,LT001,1.0
E00362,2021-01-13,LT001,1.0
E00312,2021-01-13,LT001,1.0
E00965,2021-01-13,LT001,1.0
E00396,2021-01-13,LT002,1.0
E00707,2021-01-13,LT003,1.0
E00829,2021-01-13,LT001,1.0
E00600,2021-01-13,LT001,1.0
E00662,2021-01-13,LT001,1.0
E00079,2021-01-13,LT001,1.0
E00782,2021-01-13,LT001,1.0
E00394,2021-01-13,LT001,1.0
E00193,2021-01-13,LT001,1.0
E00463,2021-01-13,LT001,1.0
E00890,2021-01-13,LT001,1.0
E00934,2021-01-13,LT001,1.0
E00426,2021-01-13,LT001,1.0
E00041,2021-01-13,LT001,1.0
E00893,2021-01-13,LT001,1.0
E00167,2021-01-13,LT004,1.0
E00900,2021-01-13,LT001,0.5
E00033,2021-01-13,LT001,1.0
E00804,2021-01-13,LT001,1.0
E00892,2021-01-13,LT001,0.5
E00896,2021-01-13,LT004,1.0
E00897,2021-01-13,LT001,1.0
E00451,2021-01-13,LT001,1.0
E00511,2021-01-13,LT001,1.0
E00802,2021-01-13,LT003,1.0
E00031,2021-01-13,LT001,1.0
E00521,2021-01-13,LT001,1.0
E00048,2021-01-13,LT001,1.0
E00360,2021-01-14,LT001,1.0
E00390,2021-01-14,LT001,1.0
E00215,2021-01-14,LT001,1.0
E00784,2021-01-14,LT001,1.0
E00070,2021-01-14,LT003,1.0
E00408,2021-01-14,LT001,1.0
E00900,2021-01-14,LT001,1.0
E00659,2021-01-14,LT004,1.0
E00071,2021-01-14,LT003,1.0
E00256,2021-01-14,LT001,1.0
E00934,2021-01-14,LT001,1.0
E00373,2021-01-14,LT001,1.0
E00296,2021-01-14,LT001,1.0
E00835,2021-01-14,LT001,1.0
E00612,2021-01-14,LT001,1.0
E00109,2021-01-14,LT001,1.0
E00440,2021-01-14,LT001,1.0
E00730,2021-01-14,LT001,1.0
E00081,2021-01-14,LT001,1.0
E00897,2021-01-14,LT003,1.0
E00558,2021-01-14,LT001,1.0
E00272,2021-01-14,LT001,1.0
E00701,2021-01-14,LT001,1.0
E00638,2021-01-14,LT001,1.0
E00802,2021-01-14,LT001,1.0
E00960,2021-01-14,LT003,0.5
E00422,2021-01-14,LT001,1.0
E00251,2021-01-14,LT001,0.5
E00001,2021-01-14,LT003,0.5
E00076,2021-01-14,LT001,1.0
E00353,2021-01-14,LT001,1.0
E00979,2021-01-14,LT001,1.0
E00826,2021-01-14,LT001,0.5
E00426,2021-01-14,LT001,1.0
E00368,2021-01-14,LT001,1.0
E00342,2021-01-14,LT003,0.5
E00396,2021-01-14,LT001,1.0
E00260,2021-01-14,LT003,1.0
E00991,2021-01-14,LT004,1.0
E00449,2021-01-15,LT001,1.0
E00474,2021-01-15,LT003,1.0
E00721,2021-01-15,LT001,1.0
E00729,2021-01-15,LT001,1.0
E00515,2021-01-15,LT001,1.0
E00153,2021-01-15,LT002,0.5
E00802,2021-01-15,LT001,1.0
