EMP_ID,EVAL_TIME,EVAL_YEAR,MODIFIED_SCORE,YEAR_AVERAGE_SCORE
E00258,2022-하반기,2022년,77.5,71.82
E00258,2023-상반기,2023년,93.02,89.81
E00258,2023-하반기,2023년,86.6,89.81
E00258,2024-상반기,2024년,96.8,96.68
E00258,2024-하반기,2024년,96.55,96.68
E00258,2025-상반기,2025년,92.28,92.28
E00259,2021-상반기,2021년,79.76,71.13
E00259,2021-하반기,2021년,62.5,71.13
E00259,2022-상반기,2022년,70.27,73.88
E00259,2022-하반기,2022년,77.5,73.88
E00259,2023-상반기,2023년,72.46,84.39
E00259,2023-하반기,2023년,96.32,84.39
E00259,2024-상반기,2024년,20.54,18.64
E00259,2024-하반기,2024년,16.74,18.64
E00259,2025-상반기,2025년,16.4,16.4
E00260,2021-상반기,2021년,58.32,56.66
E00260,2021-하반기,2021년,55.0,56.66
E00260,2022-상반기,2022년,51.01,49.26
E00260,2022-하반기,2022년,47.5,49.26
E00260,2023-상반기,2023년,48.06,48.06
E00261,2022-상반기,2022년,46.75,58.38
E00261,2022-하반기,2022년,70.0,58.38
E00261,2023-상반기,2023년,29.1,29.45
E00261,2023-하반기,2023년,29.8,29.45
E00261,2024-상반기,2024년,49.42,55.29
E00261,2024-하반기,2024년,61.16,55.29
E00261,2025-상반기,2025년,61.92,61.92
E00262,2021-상반기,2021년,67.45,61.22
E00262,2021-하반기,2021년,55.0,61.22
E00262,2022-상반기,2022년,86.68,78.34
E00262,2022-하반기,2022년,70.0,78.34
E00262,2023-상반기,2023년,79.78,72.22
E00262,2023-하반기,2023년,64.65,72.22
E00262,2024-상반기,2024년,43.7,42.35
E00262,2024-하반기,2024년,41.0,42.35
E00262,2025-상반기,2025년,38.34,38.34
E00263,2021-상반기,2021년,66.78,64.64
E00263,2021-하반기,2021년,62.5,64.64
E00263,2022-상반기,2022년,65.02,60.01
E00263,2022-하반기,2022년,55.0,60.01
E00263,2023-상반기,2023년,59.48,75.14
E00263,2023-하반기,2023년,90.8,75.14
E00263,2024-상반기,2024년,37.84,39.44
E00263,2024-하반기,2024년,41.04,39.44
E00264,2021-상반기,2021년,81.6,75.8
E00264,2021-하반기,2021년,70.0,75.8
E00264,2022-상반기,2022년,50.08,52.54
E00264,2022-하반기,2022년,55.0,52.54
E00264,2023-상반기,2023년,61.06,53.43
E00264,2023-하반기,2023년,45.8,53.43
E00264,2024-상반기,2024년,53.25,53.25
E00265,2021-상반기,2021년,97.54,91.27
E00265,2021-하반기,2021년,85.0,91.27
E00265,2022-상반기,2022년,74.17,72.09
E00265,2022-하반기,2022년,70.0,72.09
E00265,2023-상반기,2023년,88.92,82.58
E00265,2023-하반기,2023년,76.25,82.58
E00265,2024-상반기,2024년,86.75,86.02
E00265,2024-하반기,2024년,85.3,86.02
E00265,2025-상반기,2025년,87.04,87.04
E00266,2021-상반기,2021년,55.1,59.55
E00266,2021-하반기,2021년,64.0,59.55
E00266,2022-상반기,2022년,63.34,78.67
E00266,2022-하반기,2022년,94.0,78.67
E00266,2023-상반기,2023년,48.59,49.14
E00266,2023-하반기,2023년,49.7,49.14
E00266,2024-상반기,2024년,58.15,61.8
E00266,2024-하반기,2024년,65.44,61.8
E00266,2025-상반기,2025년,54.66,54.66
E00267,2025-상반기,2025년,70.44,70.44
E00270,2023-상반기,2023년,88.98,85.85
E00270,2023-하반기,2023년,82.72,85.85
E00270,2024-상반기,2024년,36.35,36.33
E00270,2024-하반기,2024년,36.3,36.33
E00270,2025-상반기,2025년,40.84,40.84
E00271,2025-상반기,2025년,79.46,79.46
E00272,2021-상반기,2021년,68.34,69.17
E00272,2021-하반기,2021년,70.0,69.17
E00272,2022-상반기,2022년,69.13,69.56
E00272,2022-하반기,2022년,70.0,69.56
E00272,2023-상반기,2023년,54.9,48.98
E00272,2023-하반기,2023년,43.06,48.98
E00272,2024-상반기,2024년,36.08,34.09
E00272,2024-하반기,2024년,32.1,34.09
E00272,2025-상반기,2025년,95.14,95.14
E00273,2024-하반기,2024년,50.0,50.0
E00273,2025-상반기,2025년,52.7,52.7
E00274,2021-상반기,2021년,28.55,49.28
E00274,2021-하반기,2021년,70.0,49.28
E00274,2022-상반기,2022년,53.26,64.63
E00274,2022-하반기,2022년,76.0,64.63
E00274,2023-상반기,2023년,45.64,44.67
E00274,2023-하반기,2023년,43.7,44.67
E00274,2024-상반기,2024년,95.04,92.75
E00274,2024-하반기,2024년,90.46,92.75
E00274,2025-상반기,2025년,100.0,100.0
E00275,2024-하반기,2024년,54.74,54.74
E00275,2025-상반기,2025년,69.42,69.42
E00277,2024-하반기,2024년,64.68,64.68
E00277,2025-상반기,2025년,90.22,90.22
E00279,2021-상반기,2021년,38.9,46.95
E00279,2021-하반기,2021년,55.0,46.95
E00279,2022-상반기,2022년,37.56,49.28
E00279,2022-하반기,2022년,61.0,49.28
E00279,2023-상반기,2023년,51.3,53.62
E00279,2023-하반기,2023년,55.94,53.62
E00279,2024-상반기,2024년,24.24,21.73
E00279,2024-하반기,2024년,19.22,21.73
E00279,2025-상반기,2025년,16.2,16.2
E00281,2021-상반기,2021년,36.04,60.52
E00281,2021-하반기,2021년,85.0,60.52
E00281,2022-상반기,2022년,62.38,62.44
E00281,2022-하반기,2022년,62.5,62.44
E00281,2023-상반기,2023년,16.86,40.59
E00281,2023-하반기,2023년,64.32,40.59
E00281,2024-상반기,2024년,88.7,84.43
E00281,2024-하반기,2024년,80.15,84.43
E00281,2025-상반기,2025년,42.44,42.44
E00283,2022-상반기,2022년,77.38,78.19
E00283,2022-하반기,2022년,79.0,78.19
E00283,2023-상반기,2023년,94.76,96.5
E00283,2023-하반기,2023년,98.25,96.5
E00283,2024-상반기,2024년,91.25,79.69
E00283,2024-하반기,2024년,68.14,79.69
E00283,2025-상반기,2025년,68.2,68.2
E00284,2021-상반기,2021년,72.16,67.33
E00284,2021-하반기,2021년,62.5,67.33
E00284,2022-상반기,2022년,72.64,67.57
E00284,2022-하반기,2022년,62.5,67.57
E00284,2023-상반기,2023년,71.6,66.47
E00284,2023-하반기,2023년,61.35,66.47
E00284,2024-상반기,2024년,60.88,60.88
E00286,2021-상반기,2021년,96.7,75.85
E00286,2021-하반기,2021년,55.0,75.85
E00286,2022-상반기,2022년,46.39,43.2
E00286,2022-하반기,2022년,40.0,43.2
E00286,2023-상반기,2023년,49.45,51.56
E00286,2023-하반기,2023년,53.68,51.56
E00287,2021-상반기,2021년,53.9,61.95
E00287,2021-하반기,2021년,70.0,61.95
E00287,2022-상반기,2022년,84.64,84.64
E00288,2021-상반기,2021년,57.68,57.68
E00289,2024-상반기,2024년,64.25,58.58
E00289,2024-하반기,2024년,52.9,58.58
E00289,2025-상반기,2025년,43.4,43.4
E00291,2021-상반기,2021년,36.5,53.25
E00291,2021-하반기,2021년,70.0,53.25
E00291,2022-상반기,2022년,72.46,63.73
E00291,2022-하반기,2022년,55.0,63.73
E00291,2023-상반기,2023년,45.3,50.61
E00291,2023-하반기,2023년,55.92,50.61
E00291,2024-상반기,2024년,57.36,56.18
E00291,2024-하반기,2024년,55.0,56.18
E00292,2023-상반기,2023년,97.68,97.68
E00293,2021-상반기,2021년,73.65,83.08
E00293,2021-하반기,2021년,92.5,83.08
E00293,2022-상반기,2022년,80.32,78.16
E00293,2022-하반기,2022년,76.0,78.16
E00293,2023-상반기,2023년,64.94,60.51
E00293,2023-하반기,2023년,56.08,60.51
E00293,2024-상반기,2024년,53.31,58.61
E00293,2024-하반기,2024년,63.91,58.61
E00293,2025-상반기,2025년,49.84,49.84
E00294,2024-하반기,2024년,46.55,46.55
E00294,2025-상반기,2025년,43.62,43.62
E00296,2021-상반기,2021년,65.64,60.32
E00296,2021-하반기,2021년,55.0,60.32
E00296,2022-상반기,2022년,78.06,74.03
E00296,2022-하반기,2022년,70.0,74.03
E00296,2023-상반기,2023년,82.46,88.41
E00296,2023-하반기,2023년,94.36,88.41
E00296,2024-상반기,2024년,70.5,70.53
E00296,2024-하반기,2024년,70.56,70.53
E00296,2025-상반기,2025년,60.28,60.28
E00298,2021-상반기,2021년,42.05,48.52
E00298,2021-하반기,2021년,55.0,48.52
E00298,2022-상반기,2022년,52.96,50.98
E00298,2022-하반기,2022년,49.0,50.98
E00298,2023-상반기,2023년,55.0,55.0
E00299,2021-상반기,2021년,55.8,62.9
E00299,2021-하반기,2021년,70.0,62.9
E00299,2022-상반기,2022년,62.38,66.19
E00299,2022-하반기,2022년,70.0,66.19
E00299,2023-상반기,2023년,43.9,68.61
E00299,2023-하반기,2023년,93.32,68.61
E00299,2024-상반기,2024년,99.1,73.13
E00299,2024-하반기,2024년,47.16,73.13
E00299,2025-상반기,2025년,43.36,43.36
E00301,2021-상반기,2021년,73.52,68.76
E00301,2021-하반기,2021년,64.0,68.76
E00301,2022-상반기,2022년,99.64,96.82
E00301,2022-하반기,2022년,94.0,96.82
E00301,2023-상반기,2023년,99.12,74.76
E00301,2023-하반기,2023년,50.4,74.76
E00301,2024-상반기,2024년,48.9,48.38
E00301,2024-하반기,2024년,47.85,48.38
E00301,2025-상반기,2025년,59.85,59.85
E00302,2021-상반기,2021년,51.05,50.02
E00302,2021-하반기,2021년,49.0,50.02
E00302,2022-상반기,2022년,50.71,50.71
E00303,2021-상반기,2021년,33.66,59.33
E00303,2021-하반기,2021년,85.0,59.33
E00303,2022-상반기,2022년,89.29,87.15
E00303,2022-하반기,2022년,85.0,87.15
E00303,2023-상반기,2023년,76.22,83.02
E00303,2023-하반기,2023년,89.81,83.02
E00303,2024-상반기,2024년,98.28,92.27
E00303,2024-하반기,2024년,86.26,92.27
E00303,2025-상반기,2025년,83.9,83.9
E00304,2021-상반기,2021년,67.78,72.64
E00304,2021-하반기,2021년,77.5,72.64
E00304,2022-상반기,2022년,79.51,71.0
E00304,2022-하반기,2022년,62.5,71.0
E00304,2023-상반기,2023년,49.68,51.74
E00304,2023-하반기,2023년,53.8,51.74
E00304,2024-상반기,2024년,51.52,53.03
E00304,2024-하반기,2024년,54.54,53.03
E00304,2025-상반기,2025년,54.8,54.8
E00305,2021-상반기,2021년,83.5,79.75
E00305,2021-하반기,2021년,76.0,79.75
E00305,2022-상반기,2022년,73.0,68.5
E00305,2022-하반기,2022년,64.0,68.5
E00305,2023-상반기,2023년,92.35,94.1
E00305,2023-하반기,2023년,95.86,94.1
E00305,2024-상반기,2024년,82.1,73.43
E00305,2024-하반기,2024년,64.76,73.43
E00305,2025-상반기,2025년,52.8,52.8
E00306,2021-상반기,2021년,52.14,61.07
E00306,2021-하반기,2021년,70.0,61.07
E00306,2022-상반기,2022년,61.93,62.22
E00306,2022-하반기,2022년,62.5,62.22
E00306,2023-상반기,2023년,51.3,45.75
E00306,2023-하반기,2023년,40.2,45.75
E00306,2024-상반기,2024년,32.14,30.74
E00306,2024-하반기,2024년,29.35,30.74
E00306,2025-상반기,2025년,95.46,95.46
E00307,2021-하반기,2021년,64.0,64.0
E00307,2022-상반기,2022년,69.18,69.59
E00307,2022-하반기,2022년,70.0,69.59
E00307,2023-상반기,2023년,55.7,75.22
E00307,2023-하반기,2023년,94.75,75.22
E00307,2024-상반기,2024년,60.78,64.19
E00307,2024-하반기,2024년,67.6,64.19
E00307,2025-상반기,2025년,48.84,48.84
E00308,2021-상반기,2021년,74.95,72.47
E00308,2021-하반기,2021년,70.0,72.47
E00308,2022-상반기,2022년,60.19,60.6
E00308,2022-하반기,2022년,61.0,60.6
E00308,2023-상반기,2023년,75.68,83.04
E00308,2023-하반기,2023년,90.4,83.04
E00308,2024-상반기,2024년,76.05,76.05
E00309,2021-상반기,2021년,56.1,73.55
E00309,2021-하반기,2021년,91.0,73.55
E00309,2022-상반기,2022년,66.04,78.52
E00309,2022-하반기,2022년,91.0,78.52
E00309,2023-상반기,2023년,31.48,36.29
E00309,2023-하반기,2023년,41.1,36.29
E00309,2024-상반기,2024년,38.45,35.62
E00309,2024-하반기,2024년,32.8,35.62
E00309,2025-상반기,2025년,39.42,39.42
E00312,2021-상반기,2021년,58.8,58.8
E00313,2021-상반기,2021년,87.92,71.46
E00313,2021-하반기,2021년,55.0,71.46
E00313,2022-상반기,2022년,85.0,77.5
E00313,2022-하반기,2022년,70.0,77.5
E00313,2023-상반기,2023년,98.63,90.74
E00313,2023-하반기,2023년,82.84,90.74
E00313,2024-상반기,2024년,84.85,87.82
E00313,2024-하반기,2024년,90.8,87.82
E00313,2025-상반기,2025년,94.66,94.66
E00314,2021-상반기,2021년,67.62,76.31
E00314,2021-하반기,2021년,85.0,76.31
E00314,2022-상반기,2022년,68.24,69.12
E00314,2022-하반기,2022년,70.0,69.12
E00314,2023-상반기,2023년,81.9,78.77
E00314,2023-하반기,2023년,75.64,78.77
E00314,2024-상반기,2024년,36.34,63.12
E00314,2024-하반기,2024년,89.9,63.12
E00314,2025-상반기,2025년,71.42,71.42
E00315,2021-상반기,2021년,60.0,65.0
E00315,2021-하반기,2021년,70.0,65.0
E00315,2022-상반기,2022년,68.23,84.12
E00315,2022-하반기,2022년,100.0,84.12
E00315,2023-상반기,2023년,68.9,72.15
E00315,2023-하반기,2023년,75.4,72.15
E00315,2024-상반기,2024년,67.35,68.22
E00315,2024-하반기,2024년,69.1,68.22
E00315,2025-상반기,2025년,61.32,61.32
E00316,2025-상반기,2025년,36.3,36.3
E00318,2021-상반기,2021년,53.6,61.8
E00318,2021-하반기,2021년,70.0,61.8
E00318,2022-상반기,2022년,51.94,48.97
E00318,2022-하반기,2022년,46.0,48.97
E00318,2023-상반기,2023년,33.52,27.98
E00318,2023-하반기,2023년,22.45,27.98
E00318,2024-상반기,2024년,21.26,21.21
E00318,2024-하반기,2024년,21.16,21.21
E00320,2021-상반기,2021년,55.16,55.08
E00320,2021-하반기,2021년,55.0,55.08
E00320,2022-상반기,2022년,54.44,54.72
E00320,2022-하반기,2022년,55.0,54.72
E00320,2023-상반기,2023년,47.9,47.9
E00321,2025-상반기,2025년,69.02,69.02
E00322,2021-상반기,2021년,80.5,79.75
E00322,2021-하반기,2021년,79.0,79.75
E00322,2022-상반기,2022년,92.47,81.24
E00322,2022-하반기,2022년,70.0,81.24
E00322,2023-상반기,2023년,53.1,52.33
E00322,2023-하반기,2023년,51.56,52.33
E00322,2024-상반기,2024년,55.82,52.08
E00322,2024-하반기,2024년,48.34,52.08
E00322,2025-상반기,2025년,50.38,50.38
E00324,2021-상반기,2021년,86.54,70.77
E00324,2021-하반기,2021년,55.0,70.77
E00324,2022-상반기,2022년,69.58,62.29
E00324,2022-하반기,2022년,55.0,62.29
E00324,2023-상반기,2023년,64.54,64.54
E00325,2021-상반기,2021년,72.36,74.93
E00325,2021-하반기,2021년,77.5,74.93
E00325,2022-상반기,2022년,73.66,67.33
E00325,2022-하반기,2022년,61.0,67.33
E00325,2023-상반기,2023년,87.22,77.51
E00325,2023-하반기,2023년,67.8,77.51
E00325,2024-상반기,2024년,67.52,60.18
E00325,2024-하반기,2024년,52.84,60.18
E00325,2025-상반기,2025년,50.92,50.92
E00327,2021-상반기,2021년,34.1,59.55
E00327,2021-하반기,2021년,85.0,59.55
E00327,2022-상반기,2022년,72.73,71.37
E00327,2022-하반기,2022년,70.0,71.37
E00327,2023-상반기,2023년,71.68,67.58
E00327,2023-하반기,2023년,63.48,67.58
E00327,2024-상반기,2024년,48.95,53.0
E00327,2024-하반기,2024년,57.04,53.0
E00327,2025-상반기,2025년,90.52,90.52
E00328,2023-상반기,2023년,71.4,68.52
E00328,2023-하반기,2023년,65.64,68.52
E00328,2024-상반기,2024년,60.8,57.81
E00328,2024-하반기,2024년,54.82,57.81
E00328,2025-상반기,2025년,53.9,53.9
E00331,2021-상반기,2021년,81.56,75.78
E00331,2021-하반기,2021년,70.0,75.78
E00331,2022-상반기,2022년,57.2,48.6
E00331,2022-하반기,2022년,40.0,48.6
E00331,2023-상반기,2023년,53.3,49.35
E00331,2023-하반기,2023년,45.4,49.35
E00331,2024-상반기,2024년,54.5,54.5
E00332,2021-하반기,2021년,55.0,55.0
E00332,2022-상반기,2022년,48.92,51.96
E00332,2022-하반기,2022년,55.0,51.96
E00332,2023-상반기,2023년,18.6,55.34
E00332,2023-하반기,2023년,92.08,55.34
E00332,2024-상반기,2024년,99.92,97.47
E00332,2024-하반기,2024년,95.02,97.47
E00332,2025-상반기,2025년,99.46,99.46
E00333,2021-상반기,2021년,60.82,50.41
E00333,2021-하반기,2021년,40.0,50.41
E00334,2021-상반기,2021년,89.16,83.33
E00334,2021-하반기,2021년,77.5,83.33
E00334,2022-상반기,2022년,73.0,68.5
E00334,2022-하반기,2022년,64.0,68.5
E00334,2023-상반기,2023년,98.44,75.75
E00334,2023-하반기,2023년,53.06,75.75
E00334,2024-상반기,2024년,51.9,54.95
E00334,2024-하반기,2024년,58.0,54.95
E00334,2025-상반기,2025년,56.35,56.35
E00335,2021-상반기,2021년,40.66,40.33
E00335,2021-하반기,2021년,40.0,40.33
E00335,2022-상반기,2022년,91.15,91.08
E00335,2022-하반기,2022년,91.0,91.08
E00336,2023-상반기,2023년,51.7,47.66
E00336,2023-하반기,2023년,43.62,47.66
E00336,2024-상반기,2024년,53.64,52.87
E00336,2024-하반기,2024년,52.1,52.87
E00336,2025-상반기,2025년,56.72,56.72
E00337,2021-상반기,2021년,26.2,52.6
E00337,2021-하반기,2021년,79.0,52.6
E00337,2022-상반기,2022년,51.01,68.0
E00337,2022-하반기,2022년,85.0,68.0
E00337,2023-상반기,2023년,22.8,27.59
E00337,2023-하반기,2023년,32.38,27.59
E00337,2024-상반기,2024년,34.9,43.61
E00337,2024-하반기,2024년,52.32,43.61
E00337,2025-상반기,2025년,75.06,75.06
E00338,2025-상반기,2025년,47.5,47.5
E00339,2021-상반기,2021년,52.6,49.3
E00339,2021-하반기,2021년,46.0,49.3
E00339,2022-상반기,2022년,42.32,41.16
E00339,2022-하반기,2022년,40.0,41.16
E00339,2023-상반기,2023년,57.75,57.75
E00342,2021-상반기,2021년,64.0,64.0
E00342,2021-하반기,2021년,64.0,64.0
E00342,2022-상반기,2022년,76.6,85.3
E00342,2022-하반기,2022년,94.0,85.3
E00342,2023-상반기,2023년,49.96,49.96
E00343,2023-상반기,2023년,96.18,89.29
E00343,2023-하반기,2023년,82.4,89.29
E00343,2024-상반기,2024년,70.86,70.86
E00345,2021-상반기,2021년,84.84,72.92
E00345,2021-하반기,2021년,61.0,72.92
E00345,2022-상반기,2022년,43.54,49.27
E00345,2022-하반기,2022년,55.0,49.27
E00345,2023-상반기,2023년,40.7,37.64
E00345,2023-하반기,2023년,34.58,37.64
E00345,2024-상반기,2024년,55.55,55.15
E00345,2024-하반기,2024년,54.75,55.15
E00347,2021-상반기,2021년,64.95,67.47
E00347,2021-하반기,2021년,70.0,67.47
E00347,2022-상반기,2022년,65.92,67.96
E00347,2022-하반기,2022년,70.0,67.96
E00347,2023-상반기,2023년,73.2,77.08
E00347,2023-하반기,2023년,80.95,77.08
E00347,2024-상반기,2024년,92.55,79.68
E00347,2024-하반기,2024년,66.8,79.68
E00347,2025-상반기,2025년,66.34,66.34
E00348,2021-하반기,2021년,55.0,55.0
E00348,2022-상반기,2022년,54.4,54.4
E00349,2021-하반기,2021년,49.0,49.0
E00349,2022-상반기,2022년,53.42,61.71
E00349,2022-하반기,2022년,70.0,61.71
E00349,2023-상반기,2023년,26.74,26.86
E00349,2023-하반기,2023년,26.98,26.86
E00349,2024-상반기,2024년,25.4,50.2
E00349,2024-하반기,2024년,75.0,50.2
E00349,2025-상반기,2025년,90.15,90.15
E00350,2024-상반기,2024년,70.66,64.53
E00350,2024-하반기,2024년,58.4,64.53
E00350,2025-상반기,2025년,54.6,54.6
E00352,2021-상반기,2021년,73.4,59.7
E00352,2021-하반기,2021년,46.0,59.7
E00352,2022-상반기,2022년,93.38,86.19
E00352,2022-하반기,2022년,79.0,86.19
E00352,2023-상반기,2023년,88.54,63.51
E00352,2023-하반기,2023년,38.48,63.51
E00352,2024-상반기,2024년,40.38,47.94
E00352,2024-하반기,2024년,55.5,47.94
E00352,2025-상반기,2025년,46.82,46.82
E00353,2021-상반기,2021년,65.82,67.91
E00353,2021-하반기,2021년,70.0,67.91
E00353,2022-상반기,2022년,65.05,75.03
E00353,2022-하반기,2022년,85.0,75.03
E00353,2023-상반기,2023년,67.25,70.69
E00353,2023-하반기,2023년,74.14,70.69
E00353,2024-상반기,2024년,89.14,72.72
E00353,2024-하반기,2024년,56.3,72.72
E00353,2025-상반기,2025년,83.74,83.74
E00354,2025-상반기,2025년,68.9,68.9
E00355,2021-상반기,2021년,53.35,66.18
E00355,2021-하반기,2021년,79.0,66.18
E00355,2022-상반기,2022년,81.64,75.82
E00355,2022-하반기,2022년,70.0,75.82
E00355,2023-상반기,2023년,47.38,41.48
E00355,2023-하반기,2023년,35.58,41.48
E00355,2024-상반기,2024년,37.48,41.32
E00355,2024-하반기,2024년,45.15,41.32
E00355,2025-상반기,2025년,56.22,56.22
E00356,2021-상반기,2021년,71.36,59.43
E00356,2021-하반기,2021년,47.5,59.43
E00356,2022-상반기,2022년,52.46,49.98
E00356,2022-하반기,2022년,47.5,49.98
E00356,2023-상반기,2023년,45.43,50.08
E00356,2023-하반기,2023년,54.72,50.08
E00357,2021-상반기,2021년,94.14,89.57
E00357,2021-하반기,2021년,85.0,89.57
E00357,2022-상반기,2022년,79.0,74.5
E00357,2022-하반기,2022년,70.0,74.5
E00357,2023-상반기,2023년,94.66,90.32
E00357,2023-하반기,2023년,85.98,90.32
E00358,2024-하반기,2024년,52.08,52.08
E00358,2025-상반기,2025년,42.18,42.18
E00359,2023-하반기,2023년,63.27,63.27
E00359,2024-상반기,2024년,52.33,53.08
E00359,2024-하반기,2024년,53.82,53.08
E00359,2025-상반기,2025년,49.93,49.93
E00360,2021-상반기,2021년,87.34,82.42
E00360,2021-하반기,2021년,77.5,82.42
E00360,2022-상반기,2022년,76.93,73.46
E00360,2022-하반기,2022년,70.0,73.46
E00360,2023-상반기,2023년,39.15,56.84
E00360,2023-하반기,2023년,74.54,56.84
E00360,2024-상반기,2024년,76.5,79.82
E00360,2024-하반기,2024년,83.15,79.82
E00360,2025-상반기,2025년,73.65,73.65
E00362,2021-상반기,2021년,34.48,59.74
E00362,2021-하반기,2021년,85.0,59.74
E00362,2022-상반기,2022년,62.29,63.14
E00362,2022-하반기,2022년,64.0,63.14
E00362,2023-상반기,2023년,90.0,90.52
E00362,2023-하반기,2023년,91.05,90.52
E00362,2024-상반기,2024년,83.8,75.42
E00362,2024-하반기,2024년,67.04,75.42
E00362,2025-상반기,2025년,55.7,55.7
E00363,2021-상반기,2021년,57.58,56.29
E00363,2021-하반기,2021년,55.0,56.29
E00363,2022-상반기,2022년,55.69,50.84
E00363,2022-하반기,2022년,46.0,50.84
E00363,2023-상반기,2023년,52.82,52.82
E00364,2021-하반기,2021년,46.0,46.0
E00364,2022-상반기,2022년,63.85,78.18
E00364,2022-하반기,2022년,92.5,78.18
E00364,2023-상반기,2023년,54.3,55.6
E00364,2023-하반기,2023년,56.9,55.6
E00364,2024-상반기,2024년,53.86,59.68
E00364,2024-하반기,2024년,65.5,59.68
E00364,2025-상반기,2025년,63.6,63.6
E00365,2021-상반기,2021년,53.36,57.93
E00365,2021-하반기,2021년,62.5,57.93
E00365,2022-상반기,2022년,46.98,50.99
E00365,2022-하반기,2022년,55.0,50.99
E00365,2023-상반기,2023년,36.94,65.63
E00365,2023-하반기,2023년,94.32,65.63
E00365,2024-상반기,2024년,69.66,83.74
E00365,2024-하반기,2024년,97.82,83.74
E00365,2025-상반기,2025년,100.0,100.0
E00366,2021-상반기,2021년,69.94,69.97
E00366,2021-하반기,2021년,70.0,69.97
E00366,2022-상반기,2022년,69.22,69.61
E00366,2022-하반기,2022년,70.0,69.61
E00366,2023-상반기,2023년,90.95,87.74
E00366,2023-하반기,2023년,84.52,87.74
E00366,2024-상반기,2024년,76.15,59.32
E00366,2024-하반기,2024년,42.5,59.32
E00366,2025-상반기,2025년,73.78,73.78
E00367,2021-상반기,2021년,40.75,59.12
E00367,2021-하반기,2021년,77.5,59.12
E00367,2022-상반기,2022년,64.21,67.1
E00367,2022-하반기,2022년,70.0,67.1
E00367,2023-상반기,2023년,50.68,43.77
E00367,2023-하반기,2023년,36.86,43.77
E00367,2024-상반기,2024년,34.05,62.55
E00367,2024-하반기,2024년,91.05,62.55
E00367,2025-상반기,2025년,100.0,100.0
E00368,2021-상반기,2021년,47.65,54.32
E00368,2021-하반기,2021년,61.0,54.32
E00368,2022-상반기,2022년,86.04,85.52
E00368,2022-하반기,2022년,85.0,85.52
E00368,2023-상반기,2023년,68.23,71.69
E00368,2023-하반기,2023년,75.16,71.69
E00368,2024-상반기,2024년,64.7,69.94
E00368,2024-하반기,2024년,75.17,69.94
E00368,2025-상반기,2025년,94.87,94.87
E00369,2025-상반기,2025년,23.13,23.13
E00370,2021-하반기,2021년,55.0,55.0
E00370,2022-상반기,2022년,47.9,47.9
E00372,2021-상반기,2021년,68.8,72.4
E00372,2021-하반기,2021년,76.0,72.4
E00372,2022-상반기,2022년,71.23,78.12
E00372,2022-하반기,2022년,85.0,78.12
E00372,2023-상반기,2023년,61.18,53.62
E00372,2023-하반기,2023년,46.06,53.62
E00372,2024-상반기,2024년,61.5,61.52
E00372,2024-하반기,2024년,61.55,61.52
E00372,2025-상반기,2025년,60.1,60.1
E00373,2021-상반기,2021년,51.12,51.12
E00374,2021-상반기,2021년,69.84,84.92
E00374,2021-하반기,2021년,100.0,84.92
E00374,2022-상반기,2022년,75.04,72.52
E00374,2022-하반기,2022년,70.0,72.52
E00374,2023-상반기,2023년,64.2,69.24
E00374,2023-하반기,2023년,74.28,69.24
E00374,2024-상반기,2024년,48.9,68.41
E00374,2024-하반기,2024년,87.92,68.41
E00374,2025-상반기,2025년,77.02,77.02
E00375,2021-상반기,2021년,51.92,68.46
E00375,2021-하반기,2021년,85.0,68.46
E00375,2022-상반기,2022년,74.38,75.19
E00375,2022-하반기,2022년,76.0,75.19
E00376,2021-상반기,2021년,43.65,56.82
E00376,2021-하반기,2021년,70.0,56.82
E00376,2022-상반기,2022년,65.8,63.4
E00376,2022-하반기,2022년,61.0,63.4
E00376,2023-상반기,2023년,70.06,57.83
E00376,2023-하반기,2023년,45.6,57.83
E00376,2024-상반기,2024년,44.5,47.4
E00376,2024-하반기,2024년,50.3,47.4
E00376,2025-상반기,2025년,51.06,51.06
E00377,2025-상반기,2025년,71.2,71.2
E00379,2021-하반기,2021년,46.0,46.0
E00379,2022-상반기,2022년,57.13,56.06
E00379,2022-하반기,2022년,55.0,56.06
E00379,2023-상반기,2023년,71.9,71.31
E00379,2023-하반기,2023년,70.72,71.31
E00379,2024-상반기,2024년,54.66,49.33
E00379,2024-하반기,2024년,44.0,49.33
E00379,2025-상반기,2025년,39.05,39.05
E00381,2021-상반기,2021년,92.74,85.12
E00381,2021-하반기,2021년,77.5,85.12
E00381,2022-상반기,2022년,82.12,83.56
E00381,2022-하반기,2022년,85.0,83.56
E00382,2021-상반기,2021년,93.28,89.14
E00382,2021-하반기,2021년,85.0,89.14
E00382,2022-상반기,2022년,77.2,73.6
E00382,2022-하반기,2022년,70.0,73.6
E00382,2023-상반기,2023년,100.0,100.0
E00382,2023-하반기,2023년,100.0,100.0
E00382,2024-상반기,2024년,54.15,73.14
E00382,2024-하반기,2024년,92.14,73.14
E00382,2025-상반기,2025년,92.66,92.66
E00384,2021-상반기,2021년,31.8,55.4
E00384,2021-하반기,2021년,79.0,55.4
E00384,2022-상반기,2022년,51.55,60.78
E00384,2022-하반기,2022년,70.0,60.78
E00384,2023-상반기,2023년,96.08,79.32
E00384,2023-하반기,2023년,62.55,79.32
E00384,2024-상반기,2024년,78.85,68.63
E00384,2024-하반기,2024년,58.42,68.63
